"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_cardealership.com","FirstLinkDate_cardealership.com","LastLinkDate_cardealership.com"
1173,"agtnews.com",513,-1,1,1,13370,6324,5574,04/11/2011 00:00,31/07/2013 00:00,"184.173.197.28","184.173.197.0","US","com",29,11,1,04/03/2013 00:00,04/03/2013 00:00
1174,"affordablecasinos.com",2,-1,1,1,4,244,73,12/01/2009 00:00,12/01/2009 00:00,"82.98.86.167","82.98.86.0","DE","com",0,0,1,27/11/2008 00:00,27/11/2008 00:00
1175,"dunlaoghaire.org",8,-1,1,1,3109,219338,219338,04/06/2009 00:00,12/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","org",0,0,1,22/12/2011 00:00,22/12/2011 00:00
1176,"montereycountybusiness.org",1,-1,1,1,21,1225066,1225065,29/01/2008 00:00,10/08/2013 00:00,"64.78.146.38","64.78.146.0","US","org",0,0,1,09/03/2009 00:00,09/03/2009 00:00
1177,"nafahsv.org",33,-1,1,1,1691,195,36,03/05/2011 00:00,10/08/2013 00:00,"219.94.142.192","219.94.142.0","JP","org",11,17,1,01/12/2011 00:00,22/12/2011 00:00
1178,"ll0.co",2592,-1,1,1,1007892,152691,126009,26/09/2010 00:00,15/09/2012 00:00,"66.160.134.78","66.160.134.0","US","co",12,0,1,17/10/2010 00:00,17/10/2010 00:00
1179,"ii89.co",2570,-1,1,1,1000176,2806659,128481,26/09/2010 00:00,21/01/2013 00:00,"173.192.117.66","173.192.117.0","US","co",14,1,1,17/10/2010 00:00,17/10/2010 00:00
1180,"osteoarthritisofknee.org",259,-1,1,1,611,64,47,10/07/2013 00:00,20/07/2013 00:00,"174.120.243.126","174.120.243.0","US","org",6,0,1,01/03/2013 00:00,20/07/2013 00:00
1181,"ourloveones.org",7,-1,1,1,114,246,187,24/01/2011 00:00,24/01/2011 00:00,"64.74.223.31","64.74.223.0","US","org",0,0,1,04/12/2011 00:00,04/12/2011 00:00
1182,"perenno.org",297,-1,1,1,2012,2448,2169,29/12/2010 00:00,09/08/2013 00:00,"69.89.31.110","69.89.31.0","US","org",25,11,1,21/11/2011 00:00,21/11/2011 00:00
1183,"ii33.co",2521,-1,1,1,1002205,150786,121723,26/09/2010 00:00,03/02/2013 00:00,"66.160.134.83","66.160.134.0","US","co",15,6,1,17/10/2010 00:00,17/10/2010 00:00
1184,"sapusers.org",18501,-1,1,1,150729,78915,42389,21/01/2008 00:00,10/08/2013 00:00,"85.92.82.173","85.92.82.0","UK","org",32,27,1,12/03/2012 00:00,12/03/2012 00:00
1185,"i34.co",2564,-1,1,1,1009801,153882,123452,26/09/2010 00:00,03/11/2011 00:00,"66.160.173.194","66.160.173.0","US","co",9,1,1,08/10/2010 00:00,02/01/2011 00:00
1186,"scut-usa.org",6158,-1,1,1,36352,27580,8854,07/11/2008 00:00,10/08/2013 00:00,"38.113.115.105","38.113.115.0","US","org",18,5,1,05/05/2012 00:00,05/05/2012 00:00
1187,"sugarstitch.org",18,-1,1,1,265,37150,16313,19/10/2011 00:00,09/08/2013 00:00,"98.129.229.162","98.129.229.0","US","org",9,0,1,16/05/2012 00:00,16/05/2012 00:00
1188,"11i.co",2638,-1,1,1,999540,216686,143703,26/09/2010 00:00,26/02/2013 00:00,"173.192.117.66","173.192.117.0","US","co",14,4,1,09/10/2010 00:00,09/10/2010 00:00
1189,"overbo.cn",134,-1,1,1,4326,3989,2945,28/04/2009 00:00,05/08/2009 00:00,"92.242.144.2","92.242.144.0","UK","cn",6,0,1,04/06/2009 00:00,04/06/2009 00:00
1190,"usedcarterritory.org",4,-1,1,1,9,15821,676,16/06/2008 00:00,18/06/2008 00:00,"67.215.77.132","67.215.77.0","US","org",0,0,1,16/06/2008 00:00,16/06/2008 00:00
1191,"vegasbbb.org",2121,-1,1,1,231099,1781,1515,26/01/2008 00:00,13/01/2011 00:00,"184.168.221.18","184.168.221.0","US","org",20,24,1,29/02/2008 00:00,29/02/2008 00:00
1192,"vivre-tousensemble.org",11379,-1,1,1,126389,27300,11564,29/06/2008 00:00,10/08/2013 00:00,"88.190.253.247","88.190.253.0","FR","org",37,11,1,17/03/2012 00:00,17/03/2012 00:00
1193,"webmii.org",3,-1,1,1,4,403941,403941,13/09/2010 00:00,10/08/2013 00:00,"195.95.224.130","195.95.224.0","FR","org",0,0,1,19/02/2012 00:00,19/02/2012 00:00
1194,"mishii.cn",150,-1,1,1,2477,4002,3241,29/04/2009 00:00,20/10/2009 00:00,"184.105.216.104","184.105.216.0","US","cn",7,0,1,18/05/2009 00:00,18/05/2009 00:00
1195,"mickange.org",36,-1,1,1,1151,2406,1592,07/09/2008 00:00,09/08/2013 00:00,"141.101.116.81","141.101.116.0","EU","org",21,1,1,03/10/2008 00:00,03/10/2008 00:00
1196,"medicalmarijuanawisconsin.org",355,-1,1,1,3361,8711,4318,22/10/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,0,1,26/03/2013 00:00,09/08/2013 00:00
1197,"medicalmarijuanautah.org",196,-1,1,1,1178,5458,3971,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",26,7,1,05/06/2013 00:00,05/06/2013 00:00
1198,"medicalmarijuanasouthdakota.org",333,-1,1,1,3778,4702,3845,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,4,1,27/02/2013 00:00,16/07/2013 00:00
1199,"access-wallstreet.com",288,-1,1,1,1843,11605,6587,02/08/2009 00:00,31/07/2013 00:00,"75.148.242.145","75.148.242.0","US","com",12,1,1,05/12/2011 00:00,05/12/2011 00:00
1200,"abogadosmilitares.com",50,-1,1,1,1777,61139,37298,01/03/2013 00:00,10/08/2013 00:00,"93.174.4.54","93.174.4.0","ES","com",11,1,1,24/07/2013 00:00,24/07/2013 00:00
1201,"fmsptso.org",5,-1,1,1,5,388203,388203,31/12/2009 00:00,27/07/2011 00:00,"69.43.161.170","69.43.161.0","US","org",0,0,1,13/03/2010 00:00,13/03/2010 00:00
1202,"abc100web.com",2,-1,1,1,3,415368,415368,23/03/2008 00:00,15/10/2012 00:00,"8.5.1.35","8.5.1.0","US","com",0,0,1,01/10/2009 00:00,01/10/2009 00:00
1203,"guideto.org",1055,-1,1,1,337851,314222,70006,30/01/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","org",18,7,1,18/06/2008 00:00,18/06/2008 00:00
1204,"7-365.com",937,-1,1,1,163786,447944,262303,11/05/2008 00:00,10/08/2013 00:00,"69.175.7.138","69.175.7.0","US","com",9,0,1,25/07/2009 00:00,25/07/2009 00:00
1205,"4hustling.com",0,-1,1,1,0,921539,921539,15/02/2010 00:00,10/08/2013 00:00,"112.78.112.149","112.78.112.0","JP","com",0,0,1,20/06/2010 00:00,09/02/2012 00:00
1206,"4ei.com",398,-1,1,1,1533,177960,29005,10/01/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",13,4,1,24/10/2008 00:00,24/10/2008 00:00
1207,"360automall.com",18,-1,1,1,298560,16116,5067,12/02/2011 00:00,13/01/2012 00:00,"173.83.51.46","173.83.51.0","US","com",4,2,1,08/04/2011 00:00,08/04/2011 00:00
1208,"tonymusumeci.net",229,-1,1,1,1099,580,476,30/11/2010 00:00,10/08/2013 00:00,"89.188.136.44","89.188.136.0","IT","net",15,2,1,20/05/2012 00:00,20/05/2012 00:00
1209,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
1210,"2-dollar-wiki.com",1109,-1,1,1,19412,4035344,361341,14/07/2008 00:00,04/06/2013 00:00,"67.215.77.132","67.215.77.0","US","com",7,0,1,27/07/2009 00:00,27/07/2009 00:00
1211,"lpcolorado.org",1237,-1,1,1,44427,15086,10629,27/01/2008 00:00,10/08/2013 00:00,"64.78.236.254","64.78.236.0","US","org",19,25,1,22/11/2011 00:00,22/11/2011 00:00
1212,"mahal-idf-volunteers.org",6464,-1,1,1,40776,124390,39838,14/05/2008 00:00,10/08/2013 00:00,"184.172.62.98","184.172.62.0","US","org",32,23,1,22/12/2011 00:00,22/12/2011 00:00
1213,"mediacareerng.org",105,-1,1,1,404,17873,6871,16/12/2010 00:00,07/08/2013 00:00,"74.220.207.69","74.220.207.0","US","org",14,4,1,26/12/2011 00:00,22/06/2012 00:00
1214,"medical-answers.org",1695,-1,1,1,684340,2934863,507720,23/01/2008 00:00,10/08/2013 00:00,"207.58.135.72","207.58.135.0","US","org",18,6,1,15/10/2011 00:00,15/10/2011 00:00
1215,"100sanazamalek.com",2758,-1,1,1,29339,22895,5454,11/04/2009 00:00,08/08/2013 00:00,"65.182.101.228","65.182.101.0","US","com",13,2,1,15/08/2012 00:00,22/12/2012 00:00
1216,"zba.co",2674,-1,1,1,1005061,239643,129875,26/09/2010 00:00,09/08/2013 00:00,"184.168.221.96","184.168.221.0","US","co",17,3,1,10/01/2011 00:00,10/01/2011 00:00
1217,"suzukis.co",434,-1,1,1,574736,642990,244888,07/09/2010 00:00,02/08/2013 00:00,"64.71.187.159","64.71.187.0","US","co",40,3,1,15/02/2011 00:00,15/02/2011 00:00
1218,"medicalmarijuananorthcarolina.org",75,-1,1,1,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,1,04/08/2013 00:00,04/08/2013 00:00
1219,"2fme.com",13628,-1,1,1,87484,178088,83837,15/01/2008 00:00,10/08/2013 00:00,"208.109.14.135","208.109.14.0","US","com",40,23,1,05/05/2012 00:00,05/05/2012 00:00
1220,"ovqgfpaa.edu.ms",7,-1,1,1,28,445,424,24/12/2010 00:00,06/02/2013 00:00,"78.46.54.69","78.46.54.0","DE","ms",4,0,1,20/12/2010 00:00,06/02/2013 00:00
1221,"da-archive.com",1245,-1,1,1,181243,214068,96405,22/05/2008 00:00,10/08/2013 00:00,"66.228.54.29","66.228.54.0","US","com",13,3,1,22/11/2008 00:00,22/11/2008 00:00
1222,"chineserestaurantscolumbus.com",0,-1,1,1,0,80791,74925,03/04/2008 00:00,28/10/2009 00:00,"92.242.144.2","92.242.144.0","UK","com",0,0,1,20/09/2009 00:00,20/09/2009 00:00
1223,"shamcountry.com",1281,-1,1,1,6475,10641,9028,25/11/2010 00:00,16/06/2013 00:00,"174.37.186.30","174.37.186.0","US","com",12,1,1,19/10/2012 00:00,13/01/2013 00:00
1224,"lagalos.com",1437,-1,1,1,37571,99631,33144,09/11/2011 00:00,10/08/2013 00:00,"176.31.107.36","176.31.107.0","FR","com",28,2,1,10/08/2013 00:00,10/08/2013 00:00
1225,"l33n.com",129,-1,1,1,13238,280537,50462,13/12/2009 00:00,28/07/2013 00:00,"173.249.152.73","173.249.152.0","US","com",7,0,1,09/04/2013 00:00,09/04/2013 00:00
1226,"shopfluff.com",376,-1,1,1,6403,6940,5732,27/07/2009 00:00,10/08/2013 00:00,"69.163.248.19","69.163.248.0","US","com",17,1,1,28/11/2011 00:00,28/11/2011 00:00
1227,"shoutlegacy.com",92,-1,1,1,7275,441,378,18/07/2012 00:00,10/08/2013 00:00,"198.1.73.160","198.1.73.0","US","com",25,13,1,25/07/2012 00:00,21/03/2013 00:00
1228,"skorchmagazine.com",1621,-1,1,1,78203,9944,5624,07/02/2008 00:00,10/08/2013 00:00,"208.109.181.175","208.109.181.0","US","com",27,21,1,14/12/2011 00:00,14/12/2011 00:00
1229,"ksa2op.com",4373,-1,1,1,286333,280687,62936,13/12/2009 00:00,10/08/2013 00:00,"74.119.145.204","74.119.145.0","US","com",25,12,1,04/12/2011 00:00,04/12/2011 00:00
1230,"smallbusinessgrantwriting.com",22,-1,1,1,37,128,75,03/11/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",8,0,1,19/11/2011 00:00,19/11/2011 00:00
1231,"smoo3.com",1061,-1,1,1,9201,28701,8714,15/06/2012 00:00,29/11/2012 00:00,"208.91.197.101","208.91.197.0","UK","com",22,1,1,27/08/2012 00:00,19/10/2012 00:00
1232,"selectwell.com",2863,-1,1,1,17399,30642,16234,15/06/2008 00:00,29/06/2013 00:00,"184.172.168.35","184.172.168.0","US","com",11,3,1,06/12/2011 00:00,06/12/2011 00:00
1233,"soapstoneforum.com",2465,-1,1,1,15839,14802,2066,14/10/2011 00:00,08/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",22,3,1,06/05/2012 00:00,06/05/2012 00:00
1234,"kishys.com",1151,-1,1,1,142358,1227013,433237,17/01/2008 00:00,10/08/2013 00:00,"207.45.187.82","207.45.187.0","US","com",18,20,1,13/01/2010 00:00,13/01/2010 00:00
1235,"solarpowerfollower.com",1603,-1,1,1,101321,150865,50664,25/10/2011 00:00,10/08/2013 00:00,"66.147.244.94","66.147.244.0","US","com",33,5,1,04/12/2011 00:00,28/09/2012 00:00
1236,"keyword-directory.com",602,-1,1,1,778560,6393119,1103515,15/11/2009 00:00,10/08/2013 00:00,"173.244.181.116","173.244.181.0","US","com",8,3,1,01/04/2011 00:00,01/04/2011 00:00
1237,"keewl.com",401,-1,1,1,21179,457181,115126,23/02/2011 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",18,8,1,19/07/2011 00:00,19/07/2011 00:00
1238,"kedai-hulubalang.com",46,-1,1,1,193,94,37,18/05/2011 00:00,18/05/2011 00:00,"91.121.81.175","91.121.81.0","FR","com",6,0,1,02/12/2011 00:00,12/04/2012 00:00
1239,"soundsoflovegroup.com",5972,-1,1,1,57024,111781,20971,06/11/2011 00:00,10/08/2013 00:00,"67.223.232.185","67.223.232.0","US","com",38,13,1,14/07/2013 00:00,14/07/2013 00:00
1240,"spaidaman.com",14,-1,1,1,180,102,78,30/06/2013 00:00,10/08/2013 00:00,"74.220.207.108","74.220.207.0","US","com",10,0,1,03/11/2012 00:00,30/06/2013 00:00
1241,"kalaclubs.com",2181,-1,1,1,11349,67724,36094,18/09/2009 00:00,10/08/2013 00:00,"203.150.8.121","203.150.8.0","TH","com",22,3,1,05/08/2013 00:00,05/08/2013 00:00
1242,"juvioservice.com",378,-1,1,1,6848,2674024,662992,09/01/2008 00:00,14/02/2012 00:00,"208.73.211.152","208.73.211.0","US","com",8,7,1,05/11/2009 00:00,05/11/2009 00:00
1243,"knowbudget.com",23,-1,1,1,51,32296,32207,12/06/2009 00:00,25/07/2013 00:00,"69.43.161.174","69.43.161.0","US","com",12,15,1,28/09/2009 00:00,28/09/2009 00:00
1244,"stockescrow.com",2,-1,1,1,7,599,195,11/01/2009 00:00,28/01/2013 00:00,"50.63.202.45","50.63.202.0","US","com",4,4,1,15/02/2009 00:00,15/02/2009 00:00
1245,"segundobarrioscene.com",57,-1,1,1,87,1410,743,04/06/2010 00:00,20/07/2013 00:00,"69.163.202.48","69.163.202.0","US","com",9,7,1,14/12/2011 00:00,14/12/2011 00:00
1246,"secureultracart.com",0,-1,1,1,0,145152,132770,29/12/2008 00:00,03/12/2009 00:00,"208.73.211.152","208.73.211.0","US","com",0,0,1,22/09/2009 00:00,22/09/2009 00:00
1247,"rmcf4arab.com",1153,-1,1,1,16574,120145,52475,16/10/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,1,1,14/01/2012 00:00,14/01/2012 00:00
1248,"lexib.com",382,-1,1,1,17566,9257,6539,15/02/2011 00:00,10/08/2013 00:00,"192.41.14.2","192.41.14.0","US","com",25,6,1,12/12/2011 00:00,24/01/2012 00:00
1249,"leox.com",138,-1,1,1,577,271999,18628,17/11/2011 00:00,04/06/2013 00:00,"78.47.249.188","78.47.249.0","DE","com",9,8,1,14/01/2012 00:00,14/01/2012 00:00
1250,"lebronpost.com",49,-1,1,1,159,199,196,20/06/2012 00:00,27/07/2013 00:00,"66.147.244.60","66.147.244.0","US","com",7,0,1,22/11/2011 00:00,14/02/2012 00:00
1251,"learnabouthealthycoffee.com",42,-1,1,1,325,1211,410,07/08/2012 00:00,21/11/2012 00:00,"97.79.236.99","97.79.236.0","US","com",6,0,1,02/08/2012 00:00,02/08/2012 00:00
1252,"rodzic.com",6624,-1,1,1,58724,69023,49787,10/10/2008 00:00,09/08/2013 00:00,"77.55.72.55","77.55.72.0","PL","com",21,7,1,07/08/2012 00:00,07/08/2012 00:00
1253,"latexcommunity.com",15722,-1,1,1,112665,256430,66919,24/01/2011 00:00,10/08/2013 00:00,"209.200.32.213","209.200.32.0","US","com",23,5,1,23/04/2012 00:00,23/04/2012 00:00
1254,"lasvegaslocaldirectory.com",702,-1,1,1,2460,36158,24850,10/01/2008 00:00,08/08/2013 00:00,"198.58.93.44","198.58.93.0","US","com",25,8,1,05/11/2011 00:00,28/12/2012 00:00
1255,"russwhiterealtor.com",28,-1,1,1,223,806,635,17/03/2013 00:00,10/08/2013 00:00,"69.89.31.167","69.89.31.0","US","com",9,0,1,28/02/2013 00:00,10/07/2013 00:00
1256,"securityandgpstracking.com",90,-1,1,1,451,23304,22285,08/12/2011 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",18,3,1,06/12/2011 00:00,06/12/2011 00:00
1257,"s-tamiuz.com",91,-1,1,1,22772,161441,36017,05/01/2011 00:00,05/09/2012 00:00,"203.189.109.117","203.189.109.0","JP","com",8,0,1,20/08/2012 00:00,20/08/2012 00:00
1258,"lasvegasbusinessdaily.com",164,-1,1,1,28202,7680,7222,23/10/2008 00:00,04/10/2011 00:00,"209.17.186.101","209.17.186.0","CA","com",4,0,1,23/10/2008 00:00,23/10/2008 00:00
1259,"satrianeoclub.com",1351,-1,1,1,81174,734354,339496,14/01/2008 00:00,10/08/2013 00:00,"209.236.114.10","209.236.114.0","US","com",21,4,1,20/12/2011 00:00,20/12/2011 00:00
1260,"savingsforbaby.com",45,-1,1,1,190,1488311,1488311,22/04/2008 00:00,10/08/2013 00:00,"69.10.40.131","69.10.40.0","US","com",0,0,1,07/01/2009 00:00,07/01/2009 00:00
1261,"lasik-problem.com",0,-1,1,1,0,428842,428842,24/01/2008 00:00,12/02/2010 00:00,"208.73.211.152","208.73.211.0","US","com",0,0,1,07/05/2009 00:00,07/05/2009 00:00
1262,"scriptperfect.com",282,-1,1,1,961,1651,1412,21/04/2009 00:00,10/08/2013 00:00,"70.32.83.137","70.32.83.0","US","com",8,8,1,06/12/2011 00:00,06/12/2011 00:00
1263,"laquintalaw.com",1,-1,1,1,2,24175,6365,30/01/2009 00:00,20/06/2009 00:00,"91.121.81.175","91.121.81.0","FR","com",0,0,1,07/05/2009 00:00,07/05/2009 00:00
1264,"searchsave.com",12545,-1,1,1,207292,1035275,520345,02/02/2008 00:00,05/02/2013 00:00,"67.19.52.2","67.19.52.0","US","com",10,3,1,27/08/2009 00:00,27/08/2009 00:00
1265,"searsher.com",89,-1,1,1,24028,1526761,97550,06/10/2010 00:00,31/07/2013 00:00,"74.53.239.178","74.53.239.0","US","com",11,5,1,08/12/2010 00:00,08/12/2010 00:00
1266,"lamkamtong.com",2196,-1,1,1,9185,14854,8353,13/07/2008 00:00,10/08/2013 00:00,"66.96.131.141","66.96.131.0","US","com",22,12,1,04/12/2011 00:00,04/12/2011 00:00
1267,"salesletterking.com",2,-1,1,1,2220,153909,141216,31/12/2008 00:00,11/11/2009 00:00,"","","","com",0,0,1,26/08/2009 00:00,26/08/2009 00:00
1268,"strongholdgames.com",383,-1,1,1,13767,1274,1023,14/04/2011 00:00,10/08/2013 00:00,"184.168.230.45","184.168.230.0","US","com",34,40,1,23/11/2011 00:00,23/11/2011 00:00
1269,"suescruton.com",23,-1,1,1,49,1457,7,17/01/2013 00:00,,"74.220.219.79","74.220.219.0","US","com",5,0,1,27/11/2011 00:00,27/11/2011 00:00
1270,"sunisha.com",9,-1,1,1,315,388842,388842,03/03/2010 00:00,13/01/2013 00:00,"107.20.206.69","107.20.206.0","US","com",0,0,1,14/10/2010 00:00,14/10/2010 00:00
1271,"imarki.com",627,-1,1,1,17852,119213,41888,06/08/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",22,10,1,01/12/2011 00:00,01/12/2011 00:00
1272,"thsbandtheearlyyears.com",1046,-1,1,1,6774,88309,33356,22/03/2008 00:00,10/08/2013 00:00,"72.41.113.187","72.41.113.0","US","com",16,2,1,10/07/2012 00:00,10/07/2012 00:00
1273,"thyroidphysician.com",0,-1,1,1,0,79136,75925,04/03/2009 00:00,19/06/2013 00:00,"184.168.221.96","184.168.221.0","US","com",0,0,1,02/10/2009 00:00,02/10/2009 00:00
1274,"tienganhdamthoai.com",578,-1,1,1,360303,152494,38882,24/11/2010 00:00,10/08/2013 00:00,"221.132.34.130","221.132.34.0","VN","com",12,2,1,27/08/2012 00:00,27/08/2012 00:00
1275,"ilfeudo.com",29,-1,1,1,47,6607,4937,29/04/2009 00:00,22/04/2011 00:00,"107.20.206.69","107.20.206.0","US","com",5,1,1,30/08/2009 00:00,30/08/2009 00:00
1276,"ignitasite.com",1459,-1,1,1,3140,104909,83806,09/01/2008 00:00,10/08/2013 00:00,"67.210.126.100","67.210.126.0","US","com",13,5,1,12/08/2008 00:00,17/01/2013 00:00
1277,"topbrokerageaccounts.com",48,-1,1,1,273,77,27,10/11/2012 00:00,10/11/2012 00:00,"","","","com",7,1,1,29/05/2012 00:00,29/05/2012 00:00
1278,"ifkanews.com",236,-1,1,1,2548,340,188,12/10/2011 00:00,,"79.170.42.3","79.170.42.0","UK","com",11,0,1,05/01/2012 00:00,05/01/2012 00:00
1279,"tradedue.com",50,-1,1,1,147,1635214,1635213,26/03/2008 00:00,10/08/2013 00:00,"69.10.40.131","69.10.40.0","US","com",0,0,1,14/01/2009 00:00,14/01/2009 00:00
1280,"thevegashotels.com",2,-1,1,1,32,1668,1210,15/02/2008 00:00,03/09/2008 00:00,"8.5.1.48","8.5.1.0","US","com",0,0,1,30/06/2008 00:00,30/06/2008 00:00
1281,"travel2vietnam.com",2,-1,1,1,18,131583,131583,19/01/2008 00:00,06/01/2010 00:00,"75.126.163.240","75.126.163.0","US","com",0,0,1,27/01/2009 00:00,27/01/2009 00:00
1282,"i-bestseller.com",47,-1,1,1,1234,10440,7900,13/06/2012 00:00,25/03/2013 00:00,"50.116.67.0","50.116.67.0","US","com",8,0,1,18/03/2013 00:00,18/03/2013 00:00
1283,"triathlon-events.com",27,-1,1,1,1900,4635,541,19/06/2012 00:00,01/07/2013 00:00,"199.101.28.20","199.101.28.0","US","com",10,8,1,20/06/2012 00:00,20/06/2012 00:00
1284,"hzaam.com",115,-1,1,1,902,143339,65561,09/06/2010 00:00,09/08/2013 00:00,"173.236.52.242","173.236.52.0","US","com",16,2,1,13/06/2012 00:00,13/06/2012 00:00
1285,"tualatinhomesforsale.com",12,-1,1,1,22,235,230,20/06/2012 00:00,07/08/2013 00:00,"50.63.202.44","50.63.202.0","US","com",6,0,1,21/12/2011 00:00,18/01/2012 00:00
1286,"hufflepufflerock.com",8524,-1,1,1,316532,56814,31186,21/11/2008 00:00,08/08/2013 00:00,"75.126.76.138","75.126.76.0","US","com",19,7,1,23/01/2011 00:00,23/01/2011 00:00
1287,"huazseo.com",263,-1,1,1,80103,27572,27381,26/12/2012 00:00,10/08/2013 00:00,"50.63.81.1","50.63.81.0","US","com",26,8,1,21/06/2012 00:00,21/06/2012 00:00
1288,"howtocleanseyourbody.com",4712,-1,1,1,63597,717191,232561,18/06/2010 00:00,05/01/2013 00:00,"199.59.58.162","199.59.58.0","US","com",14,4,1,15/06/2012 00:00,15/06/2012 00:00
1289,"tweepsearch.com",2690,-1,1,1,77220,4876766,669381,18/03/2009 00:00,08/08/2013 00:00,"66.240.234.126","66.240.234.0","US","com",21,20,1,10/07/2010 00:00,10/07/2010 00:00
1290,"how-use-car.com",1907,-1,1,1,108904,32679,15394,16/11/2010 00:00,25/12/2012 00:00,"199.34.228.100","199.34.228.0","US","com",17,2,1,29/03/2011 00:00,31/05/2011 00:00
1291,"icelandcargo.com",272,-1,1,1,3359,904575,403523,27/01/2008 00:00,20/03/2010 00:00,"67.215.66.132","67.215.66.0","US","com",5,0,1,24/03/2009 00:00,24/03/2009 00:00
1292,"thepakistanupdate.com",686,-1,1,1,43765,18482,8224,22/02/2010 00:00,02/05/2013 00:00,"23.21.223.57","23.21.223.0","US","com",10,13,1,14/12/2011 00:00,14/12/2011 00:00
1293,"themafya.com",148,-1,1,1,807,2251,994,24/08/2010 00:00,13/09/2012 00:00,"69.43.161.177","69.43.161.0","US","com",14,1,1,15/08/2012 00:00,15/08/2012 00:00
1294,"thelasvegasluxuryhomepro.com",2192,-1,1,1,30232,91368,27040,02/02/2008 00:00,02/02/2013 00:00,"74.125.143.121","74.125.143.0","US","com",23,13,1,19/02/2008 00:00,19/02/2008 00:00
1295,"surefirenames.com",0,-1,1,1,0,102004,92712,19/12/2008 00:00,15/12/2009 00:00,"","","","com",0,0,1,28/07/2009 00:00,28/07/2009 00:00
1296,"jr7ad.com",1030,-1,1,1,20118,797779,166500,30/05/2008 00:00,10/08/2013 00:00,"173.248.148.250","173.248.148.0","US","com",17,2,1,30/06/2012 00:00,25/05/2013 00:00
1297,"swiatzdrowia.com",3768,-1,1,1,15065,61273,14671,29/07/2008 00:00,10/08/2013 00:00,"89.161.186.164","89.161.186.0","PL","com",34,12,1,02/05/2012 00:00,02/05/2012 00:00
1298,"taquitosricos.com",0,-1,1,1,0,100043,78845,25/11/2008 00:00,09/11/2009 00:00,"69.59.170.246","69.59.170.0","US","com",0,0,1,28/07/2009 00:00,28/07/2009 00:00
1299,"joltcafe.com",81,-1,1,1,228,254,234,24/01/2011 00:00,28/01/2012 00:00,"66.147.244.188","66.147.244.0","US","com",6,0,1,26/11/2011 00:00,26/11/2011 00:00
1300,"jeetz.com",6,-1,1,1,6,667902,667902,12/10/2009 00:00,10/08/2013 00:00,"216.38.198.68","216.38.198.0","US","com",0,0,1,09/11/2010 00:00,09/11/2010 00:00
1301,"janicechoi.com",75,-1,1,1,1928,1315,595,29/09/2009 00:00,10/08/2013 00:00,"72.18.158.138","72.18.158.0","US","com",11,4,1,19/11/2011 00:00,19/11/2011 00:00
1302,"jalear.com",10,-1,1,1,195,94726,83050,25/02/2009 00:00,10/08/2013 00:00,"50.63.202.66","50.63.202.0","US","com",0,0,1,09/05/2009 00:00,09/05/2009 00:00
1303,"tempeinjuryattorneys.com",1,-1,1,1,1,79330,57931,15/11/2008 00:00,28/10/2009 00:00,"69.43.160.178","69.43.160.0","US","com",0,0,1,26/05/2009 00:00,26/05/2009 00:00
1304,"templecitylaw.com",1,-1,1,1,2,118055,111878,29/12/2008 00:00,27/01/2013 00:00,"82.98.86.179","82.98.86.0","DE","com",0,0,1,03/10/2009 00:00,03/10/2009 00:00
1305,"jackpotjoy-slots.com",710,-1,1,1,25451,71826,32405,02/01/2009 00:00,08/08/2013 00:00,"69.43.161.177","69.43.161.0","US","com",21,10,1,27/02/2012 00:00,27/02/2012 00:00
1306,"terriblecreditok.com",1,-1,1,1,1,79085,74713,19/12/2008 00:00,28/12/2009 00:00,"199.21.151.60","199.21.151.0","CA","com",0,0,1,23/10/2009 00:00,23/10/2009 00:00
1307,"textbookwriting.com",57,-1,1,1,298,108,38,07/07/2013 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",10,0,1,19/06/2012 00:00,19/06/2012 00:00
1308,"thatdamnlesbian.com",31,-1,1,1,49,2572,2159,06/09/2010 00:00,15/09/2012 00:00,"69.89.31.204","69.89.31.0","US","com",5,0,1,26/11/2011 00:00,07/01/2012 00:00
