"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_distinctivedesignvegas.com","FirstLinkDate_distinctivedesignvegas.com","LastLinkDate_distinctivedesignvegas.com"
407,"myblogvoice.com",32237,-1,1,2,2268632,698153,367088,09/01/2008 00:00,29/04/2013 00:00,"64.74.223.49","64.74.223.0","US","com",27,13,2,27/11/2011 00:00,08/01/2012 00:00
408,"om4w.com",607,-1,1,2,4888,21041,13178,26/04/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,5,2,26/06/2012 00:00,22/12/2012 00:00
409,"rap-dome.com",1449,-1,1,2,16259,144026,47414,13/01/2008 00:00,23/02/2013 00:00,"69.175.104.50","69.175.104.0","US","com",11,9,2,19/07/2012 00:00,05/09/2012 00:00
410,"theclearingchannel.com",17,-1,1,2,28,278,125,13/11/2010 00:00,27/07/2013 00:00,"174.120.21.250","174.120.21.0","US","com",8,3,2,27/11/2011 00:00,18/12/2011 00:00
411,"panamacitycommercialproperties.com",578,-1,1,2,3264,7139,5827,11/02/2010 00:00,28/07/2013 00:00,"174.132.156.188","174.132.156.0","US","com",11,14,2,18/03/2013 00:00,18/03/2013 00:00
412,"researchexamples.com",568,-1,1,2,5286,34388,14413,23/09/2010 00:00,10/08/2013 00:00,"66.96.147.111","66.96.147.0","US","com",21,1,2,03/04/2013 00:00,03/04/2013 00:00
413,"eforumz.net",17467,-1,1,2,308043,211151,90200,15/08/2010 00:00,10/08/2013 00:00,"46.252.207.1","46.252.207.0","NL","net",34,4,2,30/04/2013 00:00,30/04/2013 00:00
414,"fash.ru",10127,-1,1,2,66388,56387,16525,03/11/2008 00:00,17/06/2013 00:00,"77.221.130.6","77.221.130.0","RU","ru",20,6,2,25/07/2012 00:00,21/03/2013 00:00
415,"connecttovision.com",4554,-1,1,2,26340,27353,24445,24/01/2011 00:00,10/08/2013 00:00,"174.132.249.2","174.132.249.0","US","com",28,11,2,19/05/2013 00:00,23/07/2013 00:00
416,"globalistgirl.net",613,-1,1,2,7138,43777,23726,17/04/2008 00:00,10/08/2013 00:00,"208.109.181.54","208.109.181.0","US","net",30,4,2,23/04/2013 00:00,23/04/2013 00:00
417,"amazonaws.com",729067,137,1,1,1154694014,158260819,15133490,10/01/2008 00:00,10/08/2013 00:00,"207.171.166.22","207.171.166.0","US","com",75,70,1,08/03/2013 00:00,12/07/2013 00:00
418,"yale.edu",491775,5530,1,1,69766001,13619651,1816103,09/01/2008 00:00,10/08/2013 00:00,"130.132.35.53","130.132.35.0","US","edu",74,83,1,07/02/2012 00:00,15/06/2012 00:00
419,"url.org",76959,6128,1,1,3603254,25600191,1860514,27/01/2008 00:00,10/08/2013 00:00,"94.124.74.174","94.124.74.0","IT","org",36,32,1,14/11/2011 00:00,14/11/2011 00:00
420,"a1-webmarks.com",37777,15493,1,1,2583555,4943429,1346292,15/01/2008 00:00,10/08/2013 00:00,"5.9.120.209","5.9.120.0","DE","com",43,24,1,18/11/2011 00:00,18/11/2011 00:00
421,"wordsjournal.com",6439,31175,1,1,85830,4324670,1265688,14/01/2008 00:00,10/08/2013 00:00,"207.58.151.45","207.58.151.0","US","com",27,11,1,10/12/2011 00:00,10/12/2011 00:00
422,"tipd.com",80871,34631,1,1,77528524,26507136,1274239,19/11/2008 00:00,06/07/2013 00:00,"193.47.79.137","193.47.79.0","NL","com",37,32,1,05/12/2011 00:00,05/12/2011 00:00
423,"dotpoch.com",9101,35768,1,1,244482,610730,151736,27/03/2011 00:00,30/07/2013 00:00,"108.162.199.103","108.162.199.0","US","com",33,13,1,22/04/2012 00:00,22/04/2012 00:00
424,"liveadpost.com",7122,36236,1,1,318764,331303,154041,29/05/2011 00:00,31/07/2013 00:00,"141.101.116.151","141.101.116.0","EU","com",27,10,1,23/03/2013 00:00,23/03/2013 00:00
425,"toateblogurile.ro",9196,71513,1,1,10466797,1215225,448287,27/02/2009 00:00,10/08/2013 00:00,"193.105.28.20","193.105.28.0","RO","ro",49,46,1,23/11/2011 00:00,25/01/2012 00:00
426,"ad-hoc-news.de",42866,72529,1,1,23637664,9643804,1479173,09/01/2008 00:00,10/08/2013 00:00,"213.73.86.101","213.73.86.0","DE","de",47,45,1,22/11/2011 00:00,22/11/2011 00:00
427,"shakhtar.com",20235,73829,1,1,1035232,944482,163043,16/01/2008 00:00,10/08/2013 00:00,"62.149.13.1","62.149.13.0","UA","com",51,53,1,03/10/2012 00:00,03/10/2012 00:00
428,"uaf.edu",97151,77001,1,1,14898864,3406022,703048,12/01/2008 00:00,10/08/2013 00:00,"137.229.9.250","137.229.9.0","US","edu",56,62,1,04/01/2012 00:00,22/03/2012 00:00
429,"iium.edu.my",7653,81537,1,1,555523,29725248,1222539,26/01/2008 00:00,10/08/2013 00:00,"210.48.222.10","210.48.222.0","MY","my",40,48,1,21/01/2012 00:00,21/01/2012 00:00
430,"uis.edu",60226,91802,1,1,11409392,387419,198006,14/01/2008 00:00,10/08/2013 00:00,"192.102.230.95","192.102.230.0","US","edu",52,58,1,30/12/2011 00:00,21/02/2013 00:00
431,"sitebookmarks.info",3535,103446,1,1,2195146,202160,53860,05/05/2010 00:00,08/07/2013 00:00,"176.9.62.9","176.9.62.0","DE","info",16,7,1,22/12/2012 00:00,22/12/2012 00:00
432,"therundown.tv",15512,113362,1,1,1891168,470864,284342,26/01/2008 00:00,10/08/2013 00:00,"184.173.77.31","184.173.77.0","US","tv",43,26,1,24/11/2011 00:00,24/11/2011 00:00
433,"kaagent.be",9889,163340,1,1,776866,181991,62352,25/01/2008 00:00,10/08/2013 00:00,"217.19.226.12","217.19.226.0","BE","be",38,47,1,11/07/2012 00:00,11/07/2012 00:00
434,"decily.com",1226,192026,1,1,15994,21677,7504,25/10/2011 00:00,19/01/2012 00:00,"184.154.160.15","184.154.160.0","US","com",13,7,1,07/12/2011 00:00,07/12/2011 00:00
435,"tutorial-index.com",13623,203078,1,1,786494,205955,157741,10/01/2008 00:00,10/08/2013 00:00,"98.129.229.53","98.129.229.0","US","com",47,26,1,21/12/2011 00:00,21/12/2011 00:00
436,"azfra.us",789,232679,1,1,93941,127850,32997,09/01/2008 00:00,09/08/2013 00:00,"50.63.202.56","50.63.202.0","US","us",23,10,1,29/02/2012 00:00,29/02/2012 00:00
437,"onthesamehost.com",11506,236348,1,1,1503125,10913271,1074118,18/06/2009 00:00,10/08/2013 00:00,"54.243.185.251","54.243.185.0","US","com",42,23,1,02/04/2012 00:00,02/04/2012 00:00
438,"lshtm.ac.uk",26445,238728,1,1,1321774,8347974,1592656,13/01/2008 00:00,10/08/2013 00:00,"194.80.41.21","194.80.41.0","UK","uk",49,63,1,07/12/2011 00:00,01/09/2012 00:00
439,"24x7shoes.com",1260,268412,1,1,57507,293073,93493,25/01/2010 00:00,29/07/2013 00:00,"108.162.197.124","108.162.197.0","US","com",18,13,1,15/08/2012 00:00,15/08/2012 00:00
440,"ie7pro.com",36085,268730,1,1,6646312,1090849,346842,10/01/2008 00:00,10/08/2013 00:00,"184.172.2.123","184.172.2.0","US","com",40,40,1,07/08/2012 00:00,07/08/2012 00:00
441,"netnam.vn",8349,313003,1,1,482079,107885,43187,24/01/2008 00:00,10/08/2013 00:00,"210.86.231.68","210.86.231.0","VN","vn",32,29,1,31/07/2012 00:00,31/07/2012 00:00
442,"k2skis.com",9231,317251,1,1,1606793,202046,108711,13/01/2008 00:00,10/08/2013 00:00,"107.20.151.182","107.20.151.0","US","com",45,55,1,15/04/2012 00:00,23/06/2012 00:00
443,"diggino.com",6532,335580,1,1,714950,289853,82792,06/10/2010 00:00,26/04/2013 00:00,"85.25.229.228","85.25.229.0","DE","com",20,6,1,12/01/2012 00:00,12/01/2012 00:00
444,"chernovik.net",10054,336038,1,1,138857,1054528,436133,28/01/2008 00:00,20/05/2013 00:00,"217.112.34.201","217.112.34.0","UK","net",24,28,1,18/12/2011 00:00,18/12/2011 00:00
445,"tsohost.co.uk",80610,357431,1,1,4736995,489500,317086,17/01/2008 00:00,10/08/2013 00:00,"195.62.28.24","195.62.28.0","UK","uk",39,27,1,18/05/2013 00:00,18/05/2013 00:00
446,"myluximage.com",5583,417855,1,1,28673,232036,83362,12/06/2008 00:00,31/07/2013 00:00,"96.125.161.174","96.125.161.0","US","com",21,11,1,28/02/2013 00:00,28/02/2013 00:00
447,"jkbookmarks.com",5972,457066,1,1,433537,652141,103909,25/09/2010 00:00,10/08/2013 00:00,"118.139.170.1","118.139.170.0","SG","com",24,6,1,21/12/2011 00:00,21/12/2011 00:00
448,"iamsupergorge.com",2357,471930,1,1,50111,199115,88690,07/04/2011 00:00,10/08/2013 00:00,"72.167.1.1","72.167.1.0","US","com",38,11,1,23/11/2011 00:00,23/11/2011 00:00
449,"gregljohnson.com",38186,588850,1,1,465480,46780,37345,09/07/2010 00:00,10/08/2013 00:00,"64.62.152.81","64.62.152.0","US","com",42,13,1,20/12/2011 00:00,20/12/2011 00:00
450,"directorymaster.info",1225,595465,1,1,23306,90050,62814,20/09/2009 00:00,10/08/2013 00:00,"108.162.198.59","108.162.198.0","US","info",28,11,1,03/10/2012 00:00,03/10/2012 00:00
451,"pilipinastech.com",4944,612838,1,1,43123,74113,46305,26/12/2012 00:00,30/05/2013 00:00,"174.37.190.190","174.37.190.0","US","com",21,5,1,14/03/2013 00:00,14/03/2013 00:00
452,"7ala.net",2765,797671,1,1,38482,250084,66563,25/03/2011 00:00,10/08/2013 00:00,"88.198.22.83","88.198.22.0","DE","net",14,5,1,06/04/2013 00:00,07/07/2013 00:00
453,"rwdmag.com",17364,803981,1,1,631000,1189433,217710,14/01/2008 00:00,10/08/2013 00:00,"98.142.208.234","98.142.208.0","US","com",41,30,1,18/11/2011 00:00,18/11/2011 00:00
454,"thestatedtruth.com",11307,837392,1,1,225358,75558,53300,02/01/2010 00:00,10/08/2013 00:00,"184.168.58.1","184.168.58.0","US","com",45,5,1,27/08/2012 00:00,27/08/2012 00:00
455,"efx3.com",2801,885774,1,1,36541,82743,52367,06/07/2009 00:00,10/08/2013 00:00,"199.192.203.200","199.192.203.0","US","com",29,14,1,05/03/2013 00:00,25/03/2013 00:00
456,"backpainunitedstates.com",625,928947,1,1,19596,26962,14780,25/11/2010 00:00,10/08/2013 00:00,"184.173.193.62","184.173.193.0","US","com",28,2,1,03/07/2012 00:00,03/07/2012 00:00
457,"otodidak.info",2189,946700,1,1,81824,65885,39908,26/11/2008 00:00,01/01/2013 00:00,"103.8.78.91","103.8.78.0","ID","info",18,6,1,23/12/2011 00:00,23/12/2011 00:00
458,"cerebrodigital.org",517,950503,1,1,162986,106370,55034,18/01/2012 00:00,10/08/2013 00:00,"204.197.244.133","204.197.244.0","US","org",29,13,1,18/06/2012 00:00,18/06/2012 00:00
459,"tihson.com",11384,954540,1,1,294585,821111,199733,19/01/2008 00:00,29/07/2013 00:00,"208.73.211.152","208.73.211.0","US","com",29,10,1,29/11/2011 00:00,29/11/2011 00:00
460,"zagranica.net",5836,962712,1,1,919133,334540,187311,21/01/2008 00:00,10/08/2013 00:00,"178.32.167.52","178.32.167.0","FR","net",36,28,1,01/08/2012 00:00,01/08/2012 00:00
461,"onati.net",871,-1,1,1,2479,7310,6160,31/01/2008 00:00,10/08/2013 00:00,"212.142.194.244","212.142.194.0","ES","net",12,7,1,18/12/2011 00:00,08/08/2013 00:00
462,"corazonyvida.com",7228,-1,1,1,51982,122830,50163,13/01/2008 00:00,10/08/2013 00:00,"176.28.47.153","176.28.47.0","DE","com",39,24,1,21/11/2011 00:00,21/11/2011 00:00
463,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
464,"ogretiyorum.net",1570,-1,1,1,125353,1642999,537374,25/02/2008 00:00,10/08/2013 00:00,"176.53.44.148","176.53.44.0","TR","net",20,18,1,25/03/2012 00:00,25/03/2012 00:00
465,"pokeproject.net",5763,-1,1,1,89318,52879,13584,29/06/2008 00:00,10/08/2013 00:00,"67.23.166.120","67.23.166.0","US","net",19,5,1,07/05/2012 00:00,07/05/2012 00:00
466,"cougarenvy.com",860,-1,1,1,84045,3977,3766,17/11/2010 00:00,10/08/2013 00:00,"66.172.58.50","66.172.58.0","US","com",19,4,1,22/11/2011 00:00,22/11/2011 00:00
467,"paulwoodart.net",178,-1,1,1,857,106,45,19/06/2012 00:00,03/07/2012 00:00,"46.30.211.61","46.30.211.0","DK","net",9,2,1,25/07/2012 00:00,25/07/2012 00:00
468,"cathleenwith.com",181,-1,1,1,3231,325,255,14/12/2011 00:00,10/08/2013 00:00,"112.78.124.166","112.78.124.0","JP","com",22,13,1,12/12/2011 00:00,07/08/2012 00:00
469,"weiapp.net",102,-1,1,1,1181,384,191,24/01/2012 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",10,0,1,22/11/2011 00:00,22/11/2011 00:00
470,"carinsurancesiteonline.com",32,-1,1,1,1064,9793,2069,21/06/2012 00:00,17/06/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",6,0,1,24/05/2012 00:00,24/05/2012 00:00
471,"cheap-nike-kids-shoes.com",113,-1,1,1,1516,10448,6937,22/11/2010 00:00,29/03/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,17/11/2011 00:00,19/11/2011 00:00
472,"solvidwervingenselectie.nl",293,-1,1,1,155393,8125,7261,29/11/2008 00:00,10/08/2013 00:00,"141.138.137.115","141.138.137.0","NL","nl",31,11,1,25/11/2011 00:00,25/11/2011 00:00
473,"chat3zba.com",347,-1,1,1,1820,89984,35074,13/10/2011 00:00,10/08/2013 00:00,"67.228.46.68","67.228.46.0","US","com",22,9,1,10/07/2013 00:00,10/07/2013 00:00
474,"clickbankmarketplacefeed.com",468,-1,1,1,3253,3934,3560,01/11/2011 00:00,10/08/2013 00:00,"74.208.129.60","74.208.129.0","US","com",15,0,1,07/12/2011 00:00,28/02/2013 00:00
475,"stranmillis.net",1,-1,1,1,20,103026,103025,13/11/2009 00:00,26/01/2013 00:00,"82.98.86.162","82.98.86.0","DE","net",0,0,1,05/01/2012 00:00,05/01/2012 00:00
476,"strangford.net",0,-1,1,1,0,92110,92110,04/01/2011 00:00,19/07/2013 00:00,"82.98.86.162","82.98.86.0","DE","net",0,0,1,05/01/2012 00:00,05/01/2012 00:00
477,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
478,"filmseyret.com.nu",2522,-1,1,1,15240,26667,8000,19/02/2013 00:00,12/07/2013 00:00,"78.46.70.51","78.46.70.0","DE","nu",27,9,1,02/07/2013 00:00,02/07/2013 00:00
479,"california-personal-injury-lawyers.com",1617,-1,1,1,14324,14979,3965,15/01/2008 00:00,10/08/2013 00:00,"209.59.6.40","209.59.6.0","US","com",13,10,1,07/08/2012 00:00,07/08/2012 00:00
480,"warrenpoint.net",2,-1,1,1,797,164481,164480,04/01/2011 00:00,19/01/2013 00:00,"82.98.86.169","82.98.86.0","DE","net",0,0,1,08/01/2012 00:00,08/01/2012 00:00
481,"ecnz.net.nz",33,-1,1,1,238,136,108,05/12/2011 00:00,03/08/2013 00:00,"116.90.138.225","116.90.138.0","NZ","nz",12,0,1,03/12/2011 00:00,03/12/2011 00:00
482,"bridal-buy.com",2624,-1,1,1,253499,221225,125030,21/06/2012 00:00,10/08/2013 00:00,"66.220.4.87","66.220.4.0","US","com",39,28,1,06/11/2012 00:00,11/03/2013 00:00
483,"raheny.net",3,-1,1,1,4,215618,215618,23/07/2009 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,05/01/2012 00:00,05/01/2012 00:00
484,"southbelfast.net",16,-1,1,1,24,70250,70250,24/10/2010 00:00,27/01/2013 00:00,"82.98.86.175","82.98.86.0","DE","net",0,0,1,05/01/2012 00:00,05/01/2012 00:00
485,"coccdomain.com",380,-1,1,1,3640,20255,7273,04/04/2011 00:00,14/08/2012 00:00,"8.5.1.39","8.5.1.0","US","com",8,0,1,20/08/2012 00:00,20/08/2012 00:00
486,"carinsuranceguidestore.com",37,-1,1,1,446,99,17,19/06/2012 00:00,,"81.200.64.50","81.200.64.0","UK","com",6,0,1,11/05/2012 00:00,11/05/2012 00:00
487,"ambl.org",1242,-1,1,1,41511,143138,73463,18/06/2008 00:00,10/08/2013 00:00,"74.208.24.175","74.208.24.0","US","org",13,4,1,30/07/2012 00:00,25/05/2013 00:00
488,"boysinthesand.com",11252,-1,1,1,94148,21887,6632,24/10/2011 00:00,25/07/2013 00:00,"173.201.146.1","173.201.146.0","US","com",34,9,1,09/01/2012 00:00,02/05/2013 00:00
489,"bmmaia.com",641,-1,1,1,58677,11134,3940,17/05/2011 00:00,10/08/2013 00:00,"188.121.46.1","188.121.46.0","NL","com",15,3,1,24/09/2012 00:00,22/03/2013 00:00
490,"ep2.nl",3230,-1,1,1,83514,652096,181898,28/01/2008 00:00,10/08/2013 00:00,"91.196.168.84","91.196.168.0","NL","nl",29,17,1,09/06/2012 00:00,09/06/2012 00:00
491,"riskmanagementconsulting.net",11294,-1,1,1,124619,62097,47565,10/07/2010 00:00,10/08/2013 00:00,"108.162.198.21","108.162.198.0","US","net",43,6,1,08/11/2012 00:00,08/11/2012 00:00
492,"rathmines.net",1,-1,1,1,1,158927,158927,04/01/2011 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,04/01/2012 00:00,04/01/2012 00:00
493,"confusedparents.com",163,-1,1,1,554,65986,53141,28/01/2010 00:00,29/07/2013 00:00,"108.160.152.104","108.160.152.0","US","com",10,1,1,13/12/2011 00:00,05/05/2013 00:00
494,"beautymakeuptips.org",5882,-1,1,1,117849,3052,2803,15/04/2008 00:00,10/08/2013 00:00,"67.231.245.226","67.231.245.0","US","org",29,32,1,05/12/2011 00:00,14/04/2012 00:00
495,"cliffynotes.com",480,-1,1,1,11513,441,133,09/10/2008 00:00,02/08/2012 00:00,"67.199.146.25","67.199.146.0","US","com",11,5,1,20/06/2012 00:00,20/06/2012 00:00
496,"pinecrestcpa.com",17,-1,1,1,1313,2256,1574,15/04/2011 00:00,16/07/2013 00:00,"72.167.232.196","72.167.232.0","US","com",8,0,1,06/09/2012 00:00,04/03/2013 00:00
497,"medicalmarijuanatennessee.org",90,-1,1,1,811,5215,3879,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,05/08/2013 00:00,05/08/2013 00:00
498,"chix4acause.org",171,-1,1,1,656,422,234,21/02/2008 00:00,07/08/2013 00:00,"184.168.72.238","184.168.72.0","US","org",17,5,1,04/12/2011 00:00,04/12/2011 00:00
499,"i-port.su",2089,-1,1,1,41542,34758,17290,09/02/2009 00:00,10/08/2013 00:00,"193.169.33.254","193.169.33.0","RU","su",12,3,1,11/03/2012 00:00,11/03/2012 00:00
500,"svetserverov.sk",194,-1,1,1,5616,4729,2382,02/08/2009 00:00,10/08/2013 00:00,"109.74.144.98","109.74.144.0","SK","sk",18,0,1,25/11/2011 00:00,25/11/2011 00:00
501,"iepd.sk",10573,-1,1,1,179400,29857,9858,28/01/2008 00:00,10/08/2013 00:00,"195.210.29.10","195.210.29.0","SK","sk",30,20,1,28/02/2012 00:00,28/02/2012 00:00
502,"escova-tratamento-cabelos.com.br",361,-1,1,1,13561,18612,5087,19/04/2010 00:00,19/07/2013 00:00,"187.45.193.229","187.45.193.0","BR","br",25,1,1,23/11/2011 00:00,25/01/2012 00:00
503,"kinx.bz",296,-1,1,1,5738,11247,832,31/01/2011 00:00,21/01/2013 00:00,"74.54.207.8","74.54.207.0","US","bz",9,1,1,30/11/2011 00:00,21/12/2011 00:00
504,"fizzit.ca",2864,-1,1,1,57340,555102,99891,18/07/2010 00:00,07/08/2013 00:00,"199.101.28.20","199.101.28.0","US","ca",18,4,1,08/01/2012 00:00,08/01/2012 00:00
505,"birdparadise.tk",476,-1,1,1,10752,70819,10591,11/12/2010 00:00,10/08/2013 00:00,"93.170.52.31","93.170.52.0","CZ","tk",9,2,1,22/11/2011 00:00,22/11/2011 00:00
506,"blogotype.se",380,-1,1,1,3318,10715,7379,14/08/2009 00:00,10/08/2013 00:00,"87.237.210.34","87.237.210.0","SE","se",27,2,1,06/12/2011 00:00,06/12/2011 00:00
507,"italchambers.ca",4309,-1,1,1,43771,43207,16782,31/01/2008 00:00,10/08/2013 00:00,"208.113.225.168","208.113.225.0","US","ca",30,17,1,22/01/2012 00:00,22/01/2012 00:00
508,"prostie-recepti.ru",1135,-1,1,1,34212,53276,11518,30/12/2009 00:00,10/08/2013 00:00,"178.236.176.72","178.236.176.0","NL","ru",18,6,1,01/08/2012 00:00,01/08/2012 00:00
509,"news-win.ru",816,-1,1,1,7234,32234,17337,14/07/2009 00:00,02/02/2013 00:00,"199.101.28.20","199.101.28.0","US","ru",8,1,1,24/12/2011 00:00,24/12/2011 00:00
510,"magistry.ru",2698,-1,1,1,15403,155925,70708,05/04/2008 00:00,10/08/2013 00:00,"69.163.200.247","69.163.200.0","US","ru",24,2,1,28/11/2012 00:00,28/11/2012 00:00
511,"harmony-wushu.ru",233,-1,1,1,1234,23676,10639,09/10/2012 00:00,10/08/2013 00:00,"195.62.63.166","195.62.63.0","RU","ru",9,0,1,26/07/2012 00:00,22/12/2012 00:00
512,"freedomvrn.ru",4223,-1,1,1,25334,104466,50045,09/06/2009 00:00,10/08/2013 00:00,"217.25.236.3","217.25.236.0","RU","ru",31,7,1,18/07/2013 00:00,18/07/2013 00:00
513,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
514,"centerclub.ru",8452,-1,1,1,63519,158098,27331,08/02/2008 00:00,10/08/2013 00:00,"93.171.222.117","93.171.222.0","RU","ru",28,6,1,25/04/2012 00:00,25/04/2012 00:00
515,"mahmudesadcosan.biz",2414,-1,1,1,26964,328899,47906,04/12/2011 00:00,10/08/2013 00:00,"176.53.43.199","176.53.43.0","TR","biz",27,10,1,05/08/2013 00:00,05/08/2013 00:00
516,"ebtc.com.tw",4376,-1,1,1,53493,81498,31638,10/04/2008 00:00,10/08/2013 00:00,"220.130.180.139","220.130.180.0","TW","tw",23,13,1,11/06/2012 00:00,11/06/2012 00:00
517,"larrymaluma.com.au",73,-1,1,1,821,469,300,16/02/2008 00:00,10/08/2013 00:00,"69.72.240.26","69.72.240.0","US","au",13,10,1,16/07/2013 00:00,16/07/2013 00:00
518,"mrvacservices.com.au",26,-1,1,1,63,292,122,26/12/2010 00:00,05/08/2013 00:00,"203.170.82.73","203.170.82.0","AU","au",11,3,1,22/11/2011 00:00,22/11/2011 00:00
519,"solarfever.com.au",588,-1,1,1,6566,1658,963,16/01/2011 00:00,16/07/2013 00:00,"174.120.137.221","174.120.137.0","US","au",12,1,1,19/12/2011 00:00,19/12/2011 00:00
520,"suzuki-motorcycles.com.au",167,-1,1,1,1071,297,123,25/04/2012 00:00,04/08/2013 00:00,"203.170.87.169","203.170.87.0","AU","au",11,2,1,12/05/2012 00:00,12/05/2012 00:00
521,"thewoodvale.com.au",94,-1,1,1,636,61996,46287,16/08/2010 00:00,10/08/2013 00:00,"175.107.131.177","175.107.131.0","AU","au",18,13,1,21/12/2011 00:00,21/12/2011 00:00
522,"incognitostudio.co.uk",8809,-1,1,1,75465,21396,6028,11/08/2010 00:00,23/07/2013 00:00,"87.117.239.136","87.117.239.0","UK","uk",21,12,1,09/03/2012 00:00,09/03/2012 00:00
523,"teamepic.tv",13312,-1,1,1,112703,46543,18697,25/02/2008 00:00,10/08/2013 00:00,"64.34.162.70","64.34.162.0","US","tv",37,10,1,14/12/2011 00:00,14/12/2011 00:00
524,"end.az",2331,-1,1,1,135849,168453,97517,14/06/2010 00:00,22/05/2013 00:00,"67.211.196.56","67.211.196.0","CA","az",16,6,1,17/07/2012 00:00,17/07/2012 00:00
525,"chirobevel.be",3293,-1,1,1,16202,188555,55046,28/10/2009 00:00,10/08/2013 00:00,"46.30.211.54","46.30.211.0","DK","be",29,9,1,09/06/2012 00:00,09/06/2012 00:00
526,"rybalka.co.ua",12278,-1,1,1,127155,13947,10833,25/01/2009 00:00,10/08/2013 00:00,"193.200.173.8","193.200.173.0","UA","ua",30,11,1,22/08/2012 00:00,22/08/2012 00:00
527,"growing.tw",226,-1,1,1,1289,50372,27170,29/09/2008 00:00,09/01/2013 00:00,"113.196.231.214","113.196.231.0","TW","tw",6,1,1,09/02/2012 00:00,09/02/2012 00:00
528,"tnua.edu.tw",69266,-1,1,1,3486626,293743,128595,25/01/2008 00:00,10/08/2013 00:00,"60.251.46.221","60.251.46.0","TW","tw",46,66,1,01/06/2012 00:00,01/06/2012 00:00
529,"learnyourtruth.biz",2193,-1,1,1,15143,53889,27797,12/01/2011 00:00,17/07/2013 00:00,"97.74.158.128","97.74.158.0","US","biz",22,8,1,13/02/2013 00:00,04/03/2013 00:00
530,"powerone.com.tw",8779,-1,1,1,121756,29939,23050,03/04/2010 00:00,10/08/2013 00:00,"118.163.181.163","118.163.181.0","TW","tw",30,7,1,06/12/2011 00:00,06/12/2011 00:00
531,"ctfc.co.uk",5804,-1,1,1,36523,20099,7036,08/10/2009 00:00,18/04/2012 00:00,"213.171.218.220","213.171.218.0","UK","uk",13,7,1,12/04/2012 00:00,12/04/2012 00:00
532,"buzzkedo.co.cc",59,-1,1,1,463,1787,1457,04/07/2010 00:00,06/11/2012 00:00,"91.121.81.175","91.121.81.0","FR","cc",7,0,1,06/12/2011 00:00,06/12/2011 00:00
533,"linktales.co.cc",3115,-1,1,1,39247,163887,38578,22/05/2010 00:00,17/09/2012 00:00,"72.215.225.9","72.215.225.0","US","cc",12,5,1,05/01/2012 00:00,05/01/2012 00:00
534,"queweba.co.cc",35,-1,1,1,676,1688,892,26/08/2010 00:00,11/11/2012 00:00,"202.136.40.61","202.136.40.0","AU","cc",6,1,1,24/11/2011 00:00,26/11/2011 00:00
535,"medicalmarijuananewhampshire.org",102,-1,1,1,500,4821,4055,01/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,13/04/2013 00:00,16/07/2013 00:00
536,"athritispainadvice.com",104,-1,1,1,512,61530,9256,26/08/2010 00:00,24/07/2013 00:00,"184.170.144.15","184.170.144.0","US","com",6,0,1,28/11/2011 00:00,19/12/2011 00:00
537,"audiotstation.com",5827,-1,1,1,577172,1427381,286053,09/01/2008 00:00,10/08/2013 00:00,"65.38.185.89","65.38.185.0","US","com",35,37,1,12/05/2012 00:00,12/05/2012 00:00
538,"mediacareerng.org",105,-1,1,1,404,17873,6871,16/12/2010 00:00,07/08/2013 00:00,"74.220.207.69","74.220.207.0","US","org",14,4,1,26/12/2011 00:00,22/06/2012 00:00
539,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
540,"aypholdings.com",1922,-1,1,1,10529,22806,6141,27/11/2010 00:00,01/08/2013 00:00,"67.220.206.170","67.220.206.0","US","com",15,3,1,13/09/2012 00:00,13/09/2012 00:00
541,"medicalmarijuananorthcarolina.org",75,-1,1,1,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,1,08/07/2013 00:00,08/07/2013 00:00
