"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_lorifeldmanattorney.com","FirstLinkDate_lorifeldmanattorney.com","LastLinkDate_lorifeldmanattorney.com"
406,"wldirectory.com",5660,15854,1,1,224244,362467,176878,09/01/2009 00:00,10/08/2013 00:00,"176.31.69.138","176.31.69.0","FR","com",38,32,1,08/07/2013 00:00,08/07/2013 00:00
407,"transworld.net",90605,18995,1,1,14469162,30477484,1355588,14/04/2008 00:00,10/08/2013 00:00,"209.208.1.47","209.208.1.0","US","net",67,56,1,29/12/2011 00:00,24/08/2012 00:00
408,"eu5.org",246768,27169,1,1,25173532,3807558,676101,06/04/2010 00:00,10/08/2013 00:00,"5.9.106.213","5.9.106.0","DE","org",60,35,1,27/11/2011 00:00,27/11/2011 00:00
409,"gaijinpot.com",18820,28634,1,1,9064528,6664742,1397814,15/01/2008 00:00,10/08/2013 00:00,"50.56.227.177","50.56.227.0","US","com",43,50,1,11/12/2011 00:00,11/12/2011 00:00
410,"enforum.net",3380,33770,1,1,149425,107348,43566,09/09/2009 00:00,10/08/2013 00:00,"141.101.116.219","141.101.116.0","EU","net",31,17,1,12/01/2012 00:00,12/01/2012 00:00
411,"hukuki.net",22703,50514,1,1,3545473,45431152,1945568,09/01/2008 00:00,10/08/2013 00:00,"93.187.202.7","93.187.202.0","TR","net",43,46,1,26/07/2012 00:00,26/07/2012 00:00
412,"forum-software.org",107557,53792,1,1,3671355,436686,109754,23/01/2008 00:00,10/08/2013 00:00,"46.105.101.92","46.105.101.0","FR","org",68,44,1,24/07/2012 00:00,24/07/2012 00:00
413,"euroresidentes.es",27063,62645,1,1,4522658,108158,46610,27/01/2008 00:00,10/08/2013 00:00,"50.57.230.114","50.57.230.0","US","es",45,43,1,26/05/2012 00:00,21/12/2012 00:00
414,"umm.ac.id",14891,64874,1,1,425173,1592531,373999,29/01/2008 00:00,10/08/2013 00:00,"202.52.52.3","202.52.52.0","ID","id",35,24,1,26/07/2012 00:00,21/05/2013 00:00
415,"mamma.com",51685,65708,1,1,17033693,9298140,914355,10/01/2008 00:00,10/08/2013 00:00,"205.234.145.23","205.234.145.0","US","com",50,66,1,02/01/2012 00:00,23/03/2012 00:00
416,"ad-hoc-news.de",42866,72529,1,1,23637664,9643804,1479173,09/01/2008 00:00,10/08/2013 00:00,"213.73.86.101","213.73.86.0","DE","de",47,45,1,22/11/2011 00:00,27/02/2012 00:00
417,"bolalist.com",6616,73117,1,1,157883,140624,113093,18/01/2009 00:00,10/08/2013 00:00,"173.0.129.54","173.0.129.0","US","com",41,14,1,16/03/2013 00:00,12/07/2013 00:00
418,"yourseofree.com",17961,76010,1,1,383396,245178,153257,25/10/2010 00:00,10/08/2013 00:00,"178.33.141.172","178.33.141.0","FR","com",44,17,1,23/05/2013 00:00,06/06/2013 00:00
419,"uaf.edu",97151,77001,1,1,14898864,3406022,703048,12/01/2008 00:00,10/08/2013 00:00,"137.229.9.250","137.229.9.0","US","edu",56,62,1,04/01/2012 00:00,22/03/2012 00:00
420,"mediapool.bg",19206,79270,1,1,3767096,800966,378647,24/01/2008 00:00,10/08/2013 00:00,"193.194.140.19","193.194.140.0","BG","bg",47,45,1,12/08/2012 00:00,06/08/2013 00:00
421,"iium.edu.my",7653,81537,1,1,555523,29725248,1222539,26/01/2008 00:00,10/08/2013 00:00,"210.48.222.10","210.48.222.0","MY","my",40,48,1,25/09/2012 00:00,21/02/2013 00:00
422,"uis.edu",60226,91802,1,1,11409392,387419,198006,14/01/2008 00:00,10/08/2013 00:00,"192.102.230.95","192.102.230.0","US","edu",52,58,1,30/12/2011 00:00,21/02/2013 00:00
423,"help-on.net",778,92260,1,1,18905,96249,83123,27/02/2008 00:00,10/08/2013 00:00,"184.168.164.1","184.168.164.0","US","net",25,20,1,17/04/2013 00:00,17/04/2013 00:00
424,"gearlive.com",76557,96466,1,1,3080266,3054702,1422742,09/01/2008 00:00,10/08/2013 00:00,"141.101.126.67","141.101.126.0","EU","com",53,36,1,05/01/2012 00:00,05/01/2012 00:00
425,"coloradosph.org",1320,119429,1,1,50125,53662,30337,09/04/2008 00:00,09/08/2013 00:00,"82.98.86.161","82.98.86.0","DE","org",15,15,1,30/11/2011 00:00,30/11/2011 00:00
426,"badboysoftware.biz",44055,172540,1,1,701902,606946,151882,17/11/2008 00:00,10/08/2013 00:00,"182.50.148.128","182.50.148.0","SG","biz",44,25,1,26/07/2012 00:00,26/07/2012 00:00
427,"ipv.pt",79915,227094,1,1,16530402,354174,210665,25/01/2008 00:00,10/08/2013 00:00,"193.137.7.225","193.137.7.0","PT","pt",50,33,1,10/02/2012 00:00,10/02/2012 00:00
428,"msgpluslive.es",6340,235697,1,1,274357,547564,301068,21/01/2008 00:00,10/08/2013 00:00,"193.105.102.38","193.105.102.0","CY","es",36,18,1,13/12/2011 00:00,13/12/2011 00:00
429,"onthesamehost.com",11506,236348,1,1,1503125,10913271,1074118,18/06/2009 00:00,10/08/2013 00:00,"54.243.185.251","54.243.185.0","US","com",42,23,1,02/04/2012 00:00,02/04/2012 00:00
430,"lshtm.ac.uk",26445,238728,1,1,1321774,8347974,1592656,13/01/2008 00:00,10/08/2013 00:00,"194.80.41.21","194.80.41.0","UK","uk",49,63,1,07/12/2011 00:00,01/09/2012 00:00
431,"radio-electronics.co",5403,290136,1,1,85278,1347615,228895,06/03/2011 00:00,10/08/2013 00:00,"188.66.6.29","188.66.6.0","EE","co",24,15,1,21/11/2011 00:00,21/11/2011 00:00
432,"123socialbookmarking.com",3592,302942,1,1,141775,560054,80769,17/12/2010 00:00,13/09/2012 00:00,"208.91.197.104","208.91.197.0","UK","com",12,5,1,22/12/2011 00:00,22/12/2011 00:00
433,"blogdaeliana.com.br",9036,364412,1,1,256119,29403,21201,11/02/2012 00:00,10/08/2013 00:00,"200.192.176.108","200.192.176.0","BR","br",39,7,1,26/05/2013 00:00,26/05/2013 00:00
434,"usgovernmentbenefits.org",1890,380050,1,1,275801,2942926,291135,29/12/2010 00:00,10/08/2013 00:00,"207.58.135.70","207.58.135.0","US","org",22,6,1,08/01/2012 00:00,22/01/2012 00:00
435,"expression.edu",11956,398399,1,1,1547174,109255,70427,27/01/2008 00:00,10/08/2013 00:00,"50.57.19.124","50.57.19.0","US","edu",37,50,1,24/02/2012 00:00,24/02/2012 00:00
436,"tinyarticle.com",20655,440666,1,1,312158,569401,148420,07/11/2009 00:00,19/07/2013 00:00,"31.31.73.93","31.31.73.0","CZ","com",29,12,1,13/09/2012 00:00,13/09/2012 00:00
437,"short-articles.net",26215,449270,1,1,811497,215987,68944,05/06/2010 00:00,06/07/2013 00:00,"50.116.96.235","50.116.96.0","US","net",26,16,1,13/12/2011 00:00,13/12/2011 00:00
438,"info-lutte.com",7994,611371,1,1,3594970,94338,46708,17/01/2008 00:00,10/08/2013 00:00,"198.245.49.134","198.245.49.0","CA","com",35,7,1,04/07/2012 00:00,19/10/2012 00:00
439,"sweedeedeejerky.com",3840,680675,1,1,117804,102302,50576,16/10/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",38,5,1,20/12/2011 00:00,20/12/2011 00:00
440,"reggaetonfever.com",33203,717852,1,1,753108,166927,68346,13/12/2009 00:00,10/08/2013 00:00,"173.45.123.146","173.45.123.0","US","com",44,10,1,14/11/2012 00:00,11/07/2013 00:00
441,"rwdmag.com",17364,803981,1,1,631000,1189433,217710,14/01/2008 00:00,10/08/2013 00:00,"98.142.208.234","98.142.208.0","US","com",41,30,1,18/11/2011 00:00,18/11/2011 00:00
442,"articlestem.com",6750,890387,1,1,154170,166679,56720,29/10/2010 00:00,08/09/2012 00:00,"174.120.98.60","174.120.98.0","US","com",14,8,1,14/12/2011 00:00,14/12/2011 00:00
443,"otodidak.info",2189,946700,1,1,81824,65885,39908,26/11/2008 00:00,01/01/2013 00:00,"103.8.78.91","103.8.78.0","ID","info",18,6,1,23/12/2011 00:00,23/12/2011 00:00
444,"tihson.com",11384,954540,1,1,294585,821111,199733,19/01/2008 00:00,29/07/2013 00:00,"208.73.211.152","208.73.211.0","US","com",29,10,1,29/11/2011 00:00,29/11/2011 00:00
445,"socialbookmarkingads.com",1973,999649,1,1,62966,26258,4677,24/04/2011 00:00,03/04/2012 00:00,"67.215.66.132","67.215.66.0","US","com",24,5,1,08/12/2011 00:00,08/12/2011 00:00
446,"idwellness.org",937,-1,1,1,57553,17814,13876,03/01/2009 00:00,10/08/2013 00:00,"184.107.190.110","184.107.190.0","CA","org",23,20,1,26/07/2012 00:00,22/03/2013 00:00
447,"spbfree.net",498,-1,1,1,62250,1224270,352162,30/01/2008 00:00,10/08/2013 00:00,"84.204.225.3","84.204.225.0","RU","net",27,8,1,06/05/2012 00:00,06/05/2012 00:00
448,"egy4host.net",212,-1,1,1,1696,10531,3064,09/12/2010 00:00,26/07/2013 00:00,"208.115.222.218","208.115.222.0","US","net",9,0,1,05/04/2012 00:00,05/04/2012 00:00
449,"blogotype.se",380,-1,1,1,3318,10715,7379,14/08/2009 00:00,10/08/2013 00:00,"87.237.210.34","87.237.210.0","SE","se",27,2,1,06/12/2011 00:00,06/12/2011 00:00
450,"pmz.tv",6203,-1,1,1,84197,113723,29956,10/08/2010 00:00,07/08/2013 00:00,"184.73.218.140","184.73.218.0","US","tv",26,6,1,11/03/2012 00:00,11/03/2012 00:00
451,"messiahbaptist-ct.org",1111,-1,1,1,6028,1448,946,16/07/2008 00:00,10/08/2013 00:00,"68.178.232.95","68.178.232.0","US","org",24,3,1,26/07/2012 00:00,26/07/2012 00:00
452,"teamepic.tv",13312,-1,1,1,112703,46543,18697,25/02/2008 00:00,10/08/2013 00:00,"64.34.162.70","64.34.162.0","US","tv",37,10,1,31/01/2012 00:00,31/01/2012 00:00
453,"nafahsv.org",33,-1,1,1,1691,195,36,03/05/2011 00:00,10/08/2013 00:00,"219.94.142.192","219.94.142.0","JP","org",11,17,1,01/12/2011 00:00,12/01/2012 00:00
454,"finglas.net",1,-1,1,1,1,56122,56122,13/11/2009 00:00,12/02/2013 00:00,"82.98.86.161","82.98.86.0","DE","net",0,0,1,17/12/2011 00:00,17/12/2011 00:00
455,"glensofantrim.net",26,-1,1,1,955,535014,535013,09/06/2009 00:00,22/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,1,17/12/2011 00:00,17/12/2011 00:00
456,"powerone.com.tw",8779,-1,1,1,121756,29939,23050,03/04/2010 00:00,10/08/2013 00:00,"118.163.181.163","118.163.181.0","TW","tw",30,7,1,06/12/2011 00:00,06/12/2011 00:00
457,"medicalmarijuanaoklahoma.org",45,-1,1,1,24438,3706,3413,29/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",13,0,1,04/08/2013 00:00,04/08/2013 00:00
458,"medicalmarijuananorthcarolina.org",75,-1,1,1,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,1,06/08/2013 00:00,06/08/2013 00:00
459,"heetforum.nl",13611,-1,1,1,129755,108670,45994,01/02/2008 00:00,10/08/2013 00:00,"94.100.20.11","94.100.20.0","NL","nl",41,4,1,24/12/2011 00:00,24/12/2011 00:00
460,"smartphoneappsreview.net",242,-1,1,1,6457,143080,58626,17/10/2010 00:00,10/08/2013 00:00,"198.252.98.40","198.252.98.0","CA","net",25,0,1,16/11/2011 00:00,16/11/2011 00:00
461,"ep2.nl",3230,-1,1,1,83514,652096,181898,28/01/2008 00:00,10/08/2013 00:00,"91.196.168.84","91.196.168.0","NL","nl",29,17,1,06/05/2012 00:00,06/05/2012 00:00
462,"eforumz.net",17467,-1,1,1,308043,211151,90200,15/08/2010 00:00,10/08/2013 00:00,"46.252.207.1","46.252.207.0","NL","net",34,4,1,21/12/2012 00:00,21/12/2012 00:00
463,"eastwall.net",1,-1,1,1,1,213394,213393,26/11/2009 00:00,10/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","net",0,0,1,18/12/2011 00:00,18/12/2011 00:00
464,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
465,"cornhole.net",133,-1,1,1,268,10392,1566,20/02/2012 00:00,29/05/2012 00:00,"216.144.227.194","216.144.227.0","US","net",5,4,1,21/11/2011 00:00,21/11/2011 00:00
466,"weiapp.net",102,-1,1,1,1181,384,191,24/01/2012 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",10,0,1,22/11/2011 00:00,22/11/2011 00:00
467,"discountplumbers.net",1819,-1,1,1,38607,162669,42029,12/08/2010 00:00,19/07/2013 00:00,"69.43.161.170","69.43.161.0","US","net",21,3,1,13/12/2011 00:00,13/12/2011 00:00
468,"rockyhillcohousing.org",11585,-1,1,1,335527,10219,5096,08/04/2008 00:00,10/08/2013 00:00,"216.55.105.29","216.55.105.0","CA","org",44,21,1,17/12/2011 00:00,17/12/2011 00:00
469,"dolphinfish.net",11337,-1,1,1,178902,549784,128984,17/02/2010 00:00,10/08/2013 00:00,"74.221.213.34","74.221.213.0","US","net",41,8,1,14/03/2012 00:00,14/03/2012 00:00
470,"westbelfast.net",17,-1,1,1,22,926324,926324,09/06/2009 00:00,25/05/2013 00:00,"82.98.86.173","82.98.86.0","DE","net",0,0,1,13/12/2011 00:00,03/01/2012 00:00
471,"petslife.org",3530,-1,1,1,26297,56487,18690,03/11/2009 00:00,28/07/2013 00:00,"202.67.155.147","202.67.155.0","HK","org",27,4,1,31/07/2012 00:00,25/07/2013 00:00
472,"xn--nfv31n.net",676,-1,1,1,5574,5266,3685,06/10/2008 00:00,10/08/2013 00:00,"219.94.203.129","219.94.203.0","JP","net",17,6,1,22/11/2011 00:00,22/11/2011 00:00
473,"ourloveones.org",7,-1,1,1,114,246,187,24/01/2011 00:00,24/01/2011 00:00,"64.74.223.31","64.74.223.0","US","org",0,0,1,04/12/2011 00:00,04/12/2011 00:00
474,"osteoarthritisofknee.org",259,-1,1,1,611,64,47,10/07/2013 00:00,20/07/2013 00:00,"174.120.243.126","174.120.243.0","US","org",6,0,1,01/03/2013 00:00,20/07/2013 00:00
475,"onenationca.org",2061,-1,1,1,17104,7782,3325,18/10/2010 00:00,10/08/2013 00:00,"97.74.158.1","97.74.158.0","US","org",16,19,1,30/11/2011 00:00,01/02/2012 00:00
476,"anotherskateofmind.nl",110,-1,1,1,1144,306,256,03/12/2010 00:00,10/08/2013 00:00,"81.169.145.154","81.169.145.0","DE","nl",15,5,1,01/01/2013 00:00,15/02/2013 00:00
477,"3gmodem.vn",4055,-1,1,1,127430,362740,91163,08/09/2010 00:00,07/08/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",17,6,1,24/03/2012 00:00,24/03/2012 00:00
478,"craftrobo.se",4940,-1,1,1,30923,141230,53242,18/02/2008 00:00,10/08/2013 00:00,"195.47.247.250","195.47.247.0","DK","se",33,4,1,23/05/2013 00:00,26/07/2013 00:00
479,"auto-rodeo.nl",4165,-1,1,1,47105,34339,13156,10/01/2008 00:00,10/07/2012 00:00,"62.116.181.25","62.116.181.0","DE","nl",17,4,1,11/05/2012 00:00,11/05/2012 00:00
480,"smallad.nl",72,-1,1,1,472,385,43,18/06/2012 00:00,09/08/2013 00:00,"184.168.221.41","184.168.221.0","US","nl",10,0,1,03/07/2012 00:00,03/07/2012 00:00
481,"iphone-case.org",4527,-1,1,1,246241,86341,54163,13/03/2010 00:00,10/08/2013 00:00,"50.63.123.1","50.63.123.0","US","org",21,4,1,13/12/2011 00:00,13/12/2011 00:00
482,"medicalmarijuananewhampshire.org",102,-1,1,1,500,4821,4055,01/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,04/03/2013 00:00,27/07/2013 00:00
483,"ecnz.net.nz",33,-1,1,1,238,136,108,05/12/2011 00:00,03/08/2013 00:00,"116.90.138.225","116.90.138.0","NZ","nz",12,0,1,03/12/2011 00:00,03/12/2011 00:00
484,"ogretiyorum.net",1570,-1,1,1,125353,1642999,537374,25/02/2008 00:00,10/08/2013 00:00,"176.53.44.148","176.53.44.0","TR","net",20,18,1,29/03/2012 00:00,29/03/2012 00:00
485,"musik4radio.net",8842,-1,1,1,470582,97576,51349,13/09/2009 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","net",45,18,1,16/05/2012 00:00,16/05/2012 00:00
486,"lefthandedgolfclub.org",33,-1,1,1,70,721,488,30/01/2010 00:00,13/12/2011 00:00,"70.86.12.226","70.86.12.0","US","org",6,0,1,04/12/2011 00:00,04/12/2011 00:00
487,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
488,"aaamusic.co.uk",2810,-1,1,1,38838,43857,28727,18/01/2008 00:00,10/08/2013 00:00,"62.149.140.183","62.149.140.0","IT","uk",35,23,1,05/02/2012 00:00,05/02/2012 00:00
489,"jklmn.org",13110,-1,1,1,86296,52063,16402,19/07/2010 00:00,10/08/2013 00:00,"208.109.138.8","208.109.138.0","US","org",32,5,1,09/01/2012 00:00,09/01/2012 00:00
490,"onati.net",871,-1,1,1,2479,7310,6160,31/01/2008 00:00,10/08/2013 00:00,"212.142.194.244","212.142.194.0","ES","net",12,7,1,18/12/2011 00:00,08/08/2013 00:00
491,"in.rs",60168,-1,1,1,16342858,1614125,303103,04/09/2009 00:00,10/08/2013 00:00,"92.242.144.2","92.242.144.0","UK","rs",51,34,1,28/11/2011 00:00,20/01/2013 00:00
492,"expertarticles.org",797,-1,1,1,3958,17373,14282,28/01/2008 00:00,26/05/2013 00:00,"72.34.34.75","72.34.34.0","US","org",9,2,1,25/11/2011 00:00,01/12/2011 00:00
493,"suporter.ro",9097,-1,1,1,221006,430754,91205,27/01/2008 00:00,10/08/2013 00:00,"209.200.32.217","209.200.32.0","US","ro",52,18,1,01/02/2012 00:00,01/02/2012 00:00
494,"medicalmarijuanatexas.net",72,-1,1,1,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,1,31/07/2013 00:00,31/07/2013 00:00
495,"medicalmarijuananebraska.net",140,-1,1,1,1231,5395,4821,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",22,2,1,24/04/2013 00:00,08/08/2013 00:00
496,"medicalmarijuanamississippi.net",114,-1,1,1,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,1,17/06/2013 00:00,09/08/2013 00:00
497,"highdefinitionprojector.org",23,-1,1,1,49,3566,3297,03/10/2010 00:00,28/12/2010 00:00,"64.74.223.39","64.74.223.0","US","org",6,0,1,08/12/2011 00:00,01/11/2012 00:00
498,"abacuk-support.co.uk",2960,-1,1,1,14946,6403,557,08/04/2008 00:00,09/08/2013 00:00,"194.150.252.99","194.150.252.0","UK","uk",18,7,1,02/05/2012 00:00,09/05/2012 00:00
499,"picnictabledesigns.net",91,-1,1,1,615,6105,4143,19/10/2011 00:00,27/07/2013 00:00,"174.120.201.58","174.120.201.0","US","net",10,0,1,18/12/2011 00:00,09/02/2012 00:00
500,"dunlaoghaire.org",8,-1,1,1,3109,219338,219338,04/06/2009 00:00,12/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","org",0,0,1,22/12/2011 00:00,22/12/2011 00:00
501,"dalkey.org",0,-1,1,1,0,260498,260498,15/11/2009 00:00,22/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","org",0,0,1,13/03/2012 00:00,18/03/2012 00:00
502,"nikol.net.ru",9336,-1,1,1,103125,200981,59793,04/11/2008 00:00,01/08/2013 00:00,"80.93.49.30","80.93.49.0","RU","ru",27,5,1,19/07/2013 00:00,19/07/2013 00:00
503,"gunwebsites.net",3095,-1,1,1,703337,56652,40748,29/08/2010 00:00,10/08/2013 00:00,"173.201.92.1","173.201.92.0","US","net",39,22,1,19/03/2013 00:00,19/03/2013 00:00
504,"hatforum.net",2722,-1,1,1,49171,11812,2676,29/01/2008 00:00,27/08/2012 00:00,"209.15.13.134","209.15.13.0","US","net",7,0,1,04/04/2012 00:00,04/04/2012 00:00
505,"shmok.net",199,-1,1,1,22196,113172,20210,14/04/2008 00:00,09/08/2013 00:00,"37.59.133.208","37.59.133.0","FR","net",13,0,1,18/12/2011 00:00,18/12/2011 00:00
506,"britani.ru",14956,-1,1,1,114062,158809,59954,09/01/2008 00:00,10/08/2013 00:00,"178.79.175.118","178.79.175.0","UK","ru",43,10,1,17/02/2012 00:00,11/05/2012 00:00
507,"rathmines.net",1,-1,1,1,1,158927,158927,04/01/2011 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,14/12/2011 00:00,14/12/2011 00:00
508,"bunkbedfurniture.org",104,-1,1,1,543,2629,594,19/10/2010 00:00,20/10/2011 00:00,"70.86.12.226","70.86.12.0","US","org",7,0,1,24/11/2011 00:00,15/12/2011 00:00
509,"rewireinlondon.co.uk",0,-1,1,1,0,42,42,20/07/2013 00:00,08/08/2013 00:00,"82.165.112.37","82.165.112.0","DE","uk",0,0,1,20/07/2013 00:00,08/08/2013 00:00
510,"mediacareerng.org",105,-1,1,1,404,17873,6871,16/12/2010 00:00,07/08/2013 00:00,"74.220.207.69","74.220.207.0","US","org",14,4,1,26/12/2011 00:00,22/06/2012 00:00
511,"tnua.edu.tw",69266,-1,1,1,3486626,293743,128595,25/01/2008 00:00,10/08/2013 00:00,"60.251.46.221","60.251.46.0","TW","tw",46,66,1,10/05/2012 00:00,10/05/2012 00:00
512,"clontarf.org",4,-1,1,1,10,360107,360106,09/04/2009 00:00,04/02/2013 00:00,"212.100.243.206","212.100.243.0","UK","org",0,0,1,15/12/2011 00:00,15/12/2011 00:00
513,"hokkyoku.net",156,-1,1,1,1558,3066,2912,11/12/2009 00:00,09/08/2013 00:00,"112.78.112.27","112.78.112.0","JP","net",20,9,1,17/11/2011 00:00,17/11/2011 00:00
514,"coiaa.org",739,-1,1,1,3854,62005,31501,07/07/2008 00:00,10/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","org",23,14,1,18/02/2012 00:00,11/03/2012 00:00
515,"raheny.net",3,-1,1,1,4,215618,215618,23/07/2009 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,15/12/2011 00:00,15/12/2011 00:00
516,"boatyard.ru",7033,-1,1,1,173747,147760,56610,20/01/2008 00:00,29/09/2012 00:00,"67.215.66.132","67.215.66.0","US","ru",14,14,1,26/07/2012 00:00,26/07/2012 00:00
517,"solvidwervingenselectie.nl",293,-1,1,1,155393,8125,7261,29/11/2008 00:00,10/08/2013 00:00,"141.138.137.115","141.138.137.0","NL","nl",31,11,1,25/11/2011 00:00,25/11/2011 00:00
518,"sugarstitch.org",18,-1,1,1,265,37150,16313,19/10/2011 00:00,09/08/2013 00:00,"98.129.229.162","98.129.229.0","US","org",9,0,1,14/06/2012 00:00,14/06/2012 00:00
519,"soldbyshawna.com",330,-1,1,1,1667,841,494,31/05/2012 00:00,10/08/2013 00:00,"50.63.202.45","50.63.202.0","US","com",9,3,1,01/08/2012 00:00,01/08/2012 00:00
520,"ballycastle.net",7,-1,1,1,7,253374,253373,05/06/2009 00:00,12/02/2013 00:00,"82.98.86.163","82.98.86.0","DE","net",0,0,1,18/12/2011 00:00,18/12/2011 00:00
521,"hafez-print.com",744,-1,1,1,5639,9551,3787,04/04/2011 00:00,08/08/2013 00:00,"176.9.158.67","176.9.158.0","DE","com",12,2,1,22/12/2011 00:00,22/12/2011 00:00
522,"guerillalab.com",148,-1,1,1,899,1828,1444,19/09/2008 00:00,10/08/2013 00:00,"85.13.128.19","85.13.128.0","DE","com",16,7,1,14/03/2013 00:00,14/03/2013 00:00
523,"guccipromotions.com",149,-1,1,1,542,809,64,15/11/2011 00:00,03/04/2012 00:00,"50.22.11.10","50.22.11.0","US","com",7,0,1,02/01/2012 00:00,20/04/2012 00:00
524,"friendsw.com",326,-1,1,1,2938,94490,19618,26/10/2011 00:00,10/08/2013 00:00,"184.154.105.78","184.154.105.0","US","com",12,1,1,26/04/2013 00:00,26/04/2013 00:00
525,"freebetspace.com",110,-1,1,1,169,529,31,29/05/2011 00:00,29/05/2011 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,29/11/2011 00:00,06/02/2012 00:00
526,"freearticlesmania.com",14729,-1,1,1,445865,377376,167664,20/05/2011 00:00,10/08/2013 00:00,"182.50.142.25","182.50.142.0","SG","com",40,9,1,21/06/2013 00:00,21/06/2013 00:00
527,"freeaffiliatemarketingprogramonline.com",12988,-1,1,1,329867,119880,44932,15/08/2010 00:00,10/08/2013 00:00,"192.163.229.198","192.163.229.0","US","com",25,18,1,03/12/2011 00:00,30/04/2012 00:00
528,"forumenfes.com",3002,-1,1,1,17912,133451,35508,25/09/2010 00:00,10/03/2013 00:00,"85.17.137.82","85.17.137.0","NL","com",14,1,1,07/08/2012 00:00,07/08/2012 00:00
529,"foodgator.com",1496,-1,1,1,13712,6413,1667,28/03/2011 00:00,19/06/2013 00:00,"63.156.206.202","63.156.206.0","US","com",11,2,1,28/11/2011 00:00,28/11/2011 00:00
530,"focusmypractice.com",50,-1,1,1,113,185,60,30/10/2010 00:00,07/02/2012 00:00,"50.63.202.14","50.63.202.0","US","com",7,0,1,04/12/2011 00:00,04/12/2011 00:00
531,"finerywebdesign.com",422,-1,1,1,2896,4566,1641,04/04/2008 00:00,10/08/2013 00:00,"98.124.252.136","98.124.252.0","US","com",12,6,1,03/10/2012 00:00,03/10/2012 00:00
532,"enht94.com",142,-1,1,1,547,17566,9674,21/09/2011 00:00,30/03/2013 00:00,"50.63.202.64","50.63.202.0","US","com",9,0,1,21/12/2011 00:00,21/12/2011 00:00
533,"dylanlacey.com",43,-1,1,1,618,1439,709,19/11/2011 00:00,20/07/2013 00:00,"67.18.208.6","67.18.208.0","US","com",10,7,1,05/12/2011 00:00,05/12/2011 00:00
534,"dramatic-weightloss.com",222,-1,1,1,1634,762,162,08/06/2012 00:00,03/08/2013 00:00,"198.57.144.42","198.57.144.0","US","com",11,0,1,13/12/2011 00:00,13/12/2011 00:00
535,"doire.com",396,-1,1,1,949814,1324008,212278,14/12/2009 00:00,10/02/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",5,0,1,26/12/2011 00:00,26/12/2011 00:00
536,"daverobus.com",593,-1,1,1,3680,2236,1849,19/11/2008 00:00,10/08/2013 00:00,"178.239.167.102","178.239.167.0","UK","com",14,5,1,22/11/2011 00:00,22/11/2011 00:00
537,"daralkashkol.com",3290,-1,1,1,24395,85163,45856,15/08/2008 00:00,10/08/2013 00:00,"213.171.218.186","213.171.218.0","UK","com",38,7,1,01/08/2012 00:00,01/08/2012 00:00
538,"crossplatformmobiledevelopment.com",14,-1,1,1,41,84,9,17/11/2011 00:00,,"82.98.86.165","82.98.86.0","DE","com",5,0,1,05/06/2012 00:00,05/06/2012 00:00
539,"critterrunners.com",6464,-1,1,1,58010,20424,7471,23/04/2008 00:00,09/10/2012 00:00,"66.96.161.193","66.96.161.0","US","com",12,3,1,04/07/2012 00:00,04/07/2012 00:00
540,"heismyrock.com",141,-1,1,1,1205,550,285,11/11/2010 00:00,27/07/2013 00:00,"74.220.215.89","74.220.215.0","US","com",18,8,1,23/11/2011 00:00,23/11/2011 00:00
