"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_househuntinginlasvegas.com","FirstLinkDate_househuntinginlasvegas.com","LastLinkDate_househuntinginlasvegas.com"
406,"xn--kaksitymaata-bjb.fi",48,-1,1,2,427,1252,839,05/11/2010 00:00,06/11/2012 00:00,"217.149.52.7","217.149.52.0","FI","fi",7,1,2,22/05/2012 00:00,18/10/2012 00:00
407,"justkateplus8.com",1262,-1,1,2,35058,32727,28494,24/04/2010 00:00,02/08/2013 00:00,"97.74.144.192","97.74.144.0","US","com",24,3,2,07/12/2011 00:00,07/12/2011 00:00
408,"ilkereroglu.com",702,-1,1,2,2118,10975,6523,12/10/2009 00:00,10/08/2013 00:00,"77.245.150.216","77.245.150.0","US","com",14,6,2,16/04/2012 00:00,16/04/2012 00:00
409,"medicalmarijuananorthcarolina.org",75,-1,1,2,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,2,06/03/2013 00:00,25/07/2013 00:00
410,"lasvegas-summerlin.com",214,-1,1,2,5695,4570,2714,11/02/2008 00:00,10/08/2013 00:00,"50.23.85.2","50.23.85.0","US","com",13,15,2,17/07/2013 00:00,06/08/2013 00:00
411,"manoloblahnikwholesale.info",102,-1,1,2,508,242,42,24/12/2011 00:00,,"67.215.66.132","67.215.66.0","US","info",8,0,2,25/11/2011 00:00,24/12/2011 00:00
412,"nafahsv.org",33,-1,1,2,1691,195,36,03/05/2011 00:00,10/08/2013 00:00,"219.94.142.192","219.94.142.0","JP","org",11,17,2,01/12/2011 00:00,22/12/2011 00:00
413,"ksaso0on.com",1299,-1,1,2,9375,275548,21135,04/12/2011 00:00,10/08/2013 00:00,"184.154.72.162","184.154.72.0","US","com",22,1,2,04/07/2013 00:00,04/07/2013 00:00
414,"natural-skincare-products.info",478,-1,1,2,23287,4969,2260,10/04/2011 00:00,09/02/2013 00:00,"216.172.170.48","216.172.170.0","US","info",9,0,2,16/05/2012 00:00,31/12/2012 00:00
415,"joanneshotagua.com",272,-1,1,2,2182,2319,1385,03/01/2010 00:00,07/08/2013 00:00,"162.144.90.118","162.144.90.0","US","com",11,7,2,21/11/2011 00:00,21/11/2011 00:00
416,"janicechoi.com",75,-1,1,2,1928,1315,595,29/09/2009 00:00,10/08/2013 00:00,"72.18.158.138","72.18.158.0","US","com",11,4,2,19/11/2011 00:00,19/11/2011 00:00
417,"medicalmarijuanatexas.net",72,-1,1,2,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,2,31/07/2013 00:00,01/08/2013 00:00
418,"newtab.org",114,-1,1,2,6163,804,523,12/10/2011 00:00,07/02/2013 00:00,"173.192.107.191","173.192.107.0","US","org",9,13,2,17/12/2011 00:00,07/01/2012 00:00
419,"kanmerkezi.com",1161,-1,1,2,6106,128530,41390,27/01/2009 00:00,10/08/2013 00:00,"68.178.232.56","68.178.232.0","US","com",22,1,2,20/08/2012 00:00,15/07/2013 00:00
420,"yale.edu",491775,5530,1,1,69766001,13619651,1816103,09/01/2008 00:00,10/08/2013 00:00,"130.132.35.53","130.132.35.0","US","edu",74,83,1,07/02/2012 00:00,15/06/2012 00:00
421,"fsu.edu",237067,14896,1,1,43601706,4343588,1693491,09/01/2008 00:00,10/08/2013 00:00,"128.186.6.14","128.186.6.0","US","edu",67,77,1,31/01/2012 00:00,31/01/2012 00:00
422,"transworld.net",90605,18995,1,1,14469162,30477484,1355588,14/04/2008 00:00,10/08/2013 00:00,"209.208.1.47","209.208.1.0","US","net",67,56,1,29/12/2011 00:00,24/08/2012 00:00
423,"blogbookmark.com",16033,26667,1,1,4722367,3226551,669804,28/04/2008 00:00,10/08/2013 00:00,"108.162.204.23","108.162.204.0","US","com",29,13,1,01/12/2011 00:00,01/12/2011 00:00
424,"wirefan.com",18951,35150,1,1,5627956,3628541,1152385,15/01/2008 00:00,10/08/2013 00:00,"74.81.74.210","74.81.74.0","US","com",37,28,1,07/11/2011 00:00,07/11/2011 00:00
425,"jalopnik.com.br",25559,48029,1,1,1982370,909289,212075,23/03/2010 00:00,10/08/2013 00:00,"216.137.33.213","216.137.33.0","US","br",56,29,1,02/06/2012 00:00,02/06/2012 00:00
426,"mysocialflix.com",10028,51362,1,1,236151,519546,206504,14/07/2010 00:00,08/07/2013 00:00,"174.120.150.154","174.120.150.0","US","com",32,10,1,08/11/2011 00:00,08/11/2011 00:00
427,"segabg.com",8578,56263,1,1,1618270,2481914,898901,09/01/2008 00:00,10/08/2013 00:00,"87.247.248.139","87.247.248.0","BG","com",50,45,1,26/04/2012 00:00,26/04/2012 00:00
428,"euroresidentes.es",27063,62645,1,1,4522658,108158,46610,27/01/2008 00:00,10/08/2013 00:00,"50.57.230.114","50.57.230.0","US","es",45,43,1,25/06/2012 00:00,21/12/2012 00:00
429,"toateblogurile.ro",9196,71513,1,1,10466797,1215225,448287,27/02/2009 00:00,10/08/2013 00:00,"193.105.28.20","193.105.28.0","RO","ro",49,46,1,23/11/2011 00:00,25/01/2012 00:00
430,"bolalist.com",6616,73117,1,1,157883,140624,113093,18/01/2009 00:00,10/08/2013 00:00,"173.0.129.54","173.0.129.0","US","com",41,14,1,08/04/2013 00:00,12/07/2013 00:00
431,"uaf.edu",97151,77001,1,1,14898864,3406022,703048,12/01/2008 00:00,10/08/2013 00:00,"137.229.9.250","137.229.9.0","US","edu",56,62,1,04/01/2012 00:00,22/03/2012 00:00
432,"mediapool.bg",19206,79270,1,1,3767096,800966,378647,24/01/2008 00:00,10/08/2013 00:00,"193.194.140.19","193.194.140.0","BG","bg",47,45,1,12/08/2012 00:00,06/08/2013 00:00
433,"ftazeta.com",678,90093,1,1,4678,2193061,89997,14/10/2011 00:00,10/08/2013 00:00,"213.5.71.50","213.5.71.0","NL","com",21,3,1,30/06/2012 00:00,25/05/2013 00:00
434,"uis.edu",60226,91802,1,1,11409392,387419,198006,14/01/2008 00:00,10/08/2013 00:00,"192.102.230.95","192.102.230.0","US","edu",52,58,1,30/12/2011 00:00,21/02/2013 00:00
435,"freewebads.biz",2460,134704,1,1,261209,1357520,344352,13/08/2010 00:00,10/08/2013 00:00,"118.139.175.1","118.139.175.0","SG","biz",30,10,1,05/12/2011 00:00,05/12/2011 00:00
436,"telecom.kz",10089,148027,1,1,672767,1057702,428412,24/01/2008 00:00,10/08/2013 00:00,"82.200.130.203","82.200.130.0","KZ","kz",40,24,1,02/05/2012 00:00,25/07/2013 00:00
437,"ninifa.com",8993,161383,1,1,207319,286796,92283,10/07/2010 00:00,10/08/2013 00:00,"76.164.198.61","76.164.198.0","US","com",30,12,1,12/06/2012 00:00,12/06/2012 00:00
438,"rodim.ru",21454,180714,1,1,7203081,9170114,1467969,11/01/2008 00:00,10/08/2013 00:00,"194.63.142.95","194.63.142.0","RU","ru",34,26,1,12/01/2012 00:00,12/01/2012 00:00
439,"66ghz.com",119658,203794,1,1,19659705,4038469,1661677,17/01/2008 00:00,10/08/2013 00:00,"209.190.85.53","209.190.85.0","US","com",47,23,1,13/04/2013 00:00,13/04/2013 00:00
440,"azfra.us",789,232679,1,1,93941,127850,32997,09/01/2008 00:00,09/08/2013 00:00,"50.63.202.56","50.63.202.0","US","us",23,10,1,25/07/2012 00:00,25/07/2012 00:00
441,"greatarticlesite.com",7799,334554,1,1,332265,922379,249268,07/08/2008 00:00,10/08/2013 00:00,"205.204.72.195","205.204.72.0","CA","com",39,9,1,04/06/2013 00:00,04/06/2013 00:00
442,"explorandes.com",9498,416906,1,1,54847,27950,9104,16/01/2008 00:00,10/08/2013 00:00,"198.66.204.243","198.66.204.0","US","com",45,21,1,04/07/2012 00:00,04/07/2012 00:00
443,"myluximage.com",5583,417855,1,1,28673,232036,83362,12/06/2008 00:00,31/07/2013 00:00,"96.125.161.174","96.125.161.0","US","com",21,11,1,03/05/2013 00:00,03/05/2013 00:00
444,"iveho.com",2877,428124,1,1,381339,15983,8806,26/05/2010 00:00,23/07/2013 00:00,"50.116.56.63","50.116.56.0","US","com",19,10,1,22/11/2011 00:00,22/11/2011 00:00
445,"eiksys.net",4762,539131,1,1,67167,1271251,173706,06/12/2008 00:00,10/08/2013 00:00,"96.9.177.69","96.9.177.0","US","net",22,12,1,05/11/2011 00:00,05/11/2011 00:00
446,"bestpsychicreadings.co.uk",775,557213,1,1,90595,76597,61088,25/06/2010 00:00,26/10/2012 00:00,"212.48.64.208","212.48.64.0","UK","uk",13,9,1,13/12/2011 00:00,09/07/2012 00:00
447,"pilipinastech.com",4944,612838,1,1,43123,74113,46305,26/12/2012 00:00,30/05/2013 00:00,"174.37.190.190","174.37.190.0","US","com",21,5,1,14/03/2013 00:00,14/03/2013 00:00
448,"zaslugi.ru",14527,829346,1,1,340085,160810,62566,21/01/2008 00:00,08/08/2013 00:00,"46.243.246.19","46.243.246.0","RU","ru",27,9,1,02/01/2012 00:00,02/01/2012 00:00
449,"articlepremium.net",1626,841880,1,1,24633,207417,162605,13/06/2012 00:00,31/07/2013 00:00,"50.116.66.224","50.116.66.0","US","net",18,3,1,01/04/2013 00:00,28/07/2013 00:00
450,"efx3.com",2801,885774,1,1,36541,82743,52367,06/07/2009 00:00,10/08/2013 00:00,"199.192.203.200","199.192.203.0","US","com",29,14,1,05/03/2013 00:00,25/03/2013 00:00
451,"almktabah.com",228,904200,1,1,881,71627,24174,26/10/2010 00:00,10/08/2013 00:00,"184.171.252.200","184.171.252.0","US","com",16,4,1,14/03/2013 00:00,07/07/2013 00:00
452,"yaleherald.com",34343,909459,1,1,381863,136332,86658,13/01/2008 00:00,31/07/2013 00:00,"216.172.179.168","216.172.179.0","US","com",37,34,1,17/01/2012 00:00,17/01/2012 00:00
453,"invisionplus.net",182367,-1,1,1,164752795,5723880,1336054,09/01/2008 00:00,06/06/2013 00:00,"216.31.159.66","216.31.159.0","US","net",31,32,1,12/01/2012 00:00,12/01/2012 00:00
454,"medicalmarijuanamississippi.net",114,-1,1,1,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,1,07/08/2013 00:00,07/08/2013 00:00
455,"epiclounge.net",446,-1,1,1,1765,12027,3132,24/07/2011 00:00,10/08/2013 00:00,"23.23.210.22","23.23.210.0","US","net",11,0,1,11/03/2012 00:00,11/03/2012 00:00
456,"discoverstlucia.net",126,-1,1,1,439,4115,3145,04/12/2010 00:00,09/08/2013 00:00,"94.229.167.70","94.229.167.0","UK","net",15,5,1,05/12/2011 00:00,05/12/2011 00:00
457,"medicalmarijuanaconnecticut.net",33,-1,1,1,269,3623,3346,26/02/2013 00:00,01/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",11,0,1,29/04/2013 00:00,18/07/2013 00:00
458,"denverathleticclub.net",553,-1,1,1,5013,4968,4143,17/11/2009 00:00,10/08/2013 00:00,"198.154.224.126","198.154.224.0","US","net",22,1,1,27/07/2012 00:00,21/07/2013 00:00
459,"jtexts.net",1633,-1,1,1,14909,6635,3584,16/11/2010 00:00,10/08/2013 00:00,"78.46.47.71","78.46.47.0","DE","net",32,6,1,16/05/2012 00:00,16/05/2012 00:00
460,"kimberlygreenwell.org",5445,-1,1,1,29786,341493,45005,23/10/2010 00:00,20/02/2013 00:00,"62.157.140.133","62.157.140.0","DE","org",19,1,1,30/03/2012 00:00,30/03/2012 00:00
461,"medicalmarijuanavirginia.net",49,-1,1,1,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,1,14/06/2013 00:00,09/08/2013 00:00
462,"epilepsyhelp.ru",1239,-1,1,1,5933,36126,14895,02/06/2008 00:00,10/08/2013 00:00,"77.221.155.154","77.221.155.0","RU","ru",27,3,1,27/05/2013 00:00,27/07/2013 00:00
463,"centerclub.ru",8452,-1,1,1,63519,158098,27331,08/02/2008 00:00,10/08/2013 00:00,"93.171.222.117","93.171.222.0","RU","ru",28,6,1,20/05/2012 00:00,20/05/2012 00:00
464,"boatyard.ru",7033,-1,1,1,173747,147760,56610,20/01/2008 00:00,29/09/2012 00:00,"67.215.66.132","67.215.66.0","US","ru",14,14,1,17/07/2012 00:00,17/07/2012 00:00
465,"leet.ro",2358,-1,1,1,46042,832731,174701,15/11/2010 00:00,10/08/2013 00:00,"85.121.252.52","85.121.252.0","RO","ro",21,6,1,01/08/2012 00:00,01/08/2012 00:00
466,"corabiaforum.ro",35,-1,1,1,85,73053,31921,18/06/2012 00:00,10/08/2013 00:00,"81.18.86.3","81.18.86.0","RO","ro",12,0,1,09/07/2013 00:00,09/07/2013 00:00
467,"srodaslaska24.pl",795,-1,1,1,77168,94150,31936,21/11/2010 00:00,09/08/2013 00:00,"95.211.15.83","95.211.15.0","NL","pl",19,10,1,12/06/2012 00:00,12/06/2012 00:00
468,"farwest.ru",8346,-1,1,1,43666,21787,10639,08/02/2008 00:00,10/08/2013 00:00,"213.189.197.90","213.189.197.0","RU","ru",37,26,1,09/02/2012 00:00,07/07/2012 00:00
469,"klubdlarozwoju.pl",1670,-1,1,1,9058,8684,4752,22/11/2011 00:00,01/04/2012 00:00,"46.4.67.7","46.4.67.0","DE","pl",9,3,1,01/04/2012 00:00,01/04/2012 00:00
470,"2.edu.pl",780,-1,1,1,30958,2073,1315,08/12/2011 00:00,10/08/2013 00:00,"91.234.146.83","91.234.146.0","PL","pl",20,1,1,09/12/2011 00:00,09/12/2011 00:00
471,"cs-house.pl",515,-1,1,1,6444,35703,10403,21/10/2010 00:00,12/12/2011 00:00,"217.160.231.134","217.160.231.0","PL","pl",9,2,1,08/12/2011 00:00,08/12/2011 00:00
472,"biz.pl",356104,-1,1,1,325114865,26727410,2026116,10/01/2008 00:00,10/08/2013 00:00,"195.245.94.2","195.245.94.0","PL","pl",70,65,1,30/09/2012 00:00,30/09/2012 00:00
473,"bestforum.pl",373,-1,1,1,11945,15985,3692,09/07/2010 00:00,03/10/2012 00:00,"188.116.2.228","188.116.2.0","PL","pl",8,1,1,05/09/2012 00:00,05/09/2012 00:00
474,"zdaemon.org",4454,-1,1,1,133072,535255,216675,22/01/2008 00:00,10/08/2013 00:00,"78.47.240.170","78.47.240.0","DE","org",38,41,1,22/05/2012 00:00,19/08/2012 00:00
475,"photoshopsky.org",492,-1,1,1,13184,3621,3136,22/10/2010 00:00,16/03/2012 00:00,"98.131.32.5","98.131.32.0","US","org",10,1,1,05/12/2011 00:00,20/03/2012 00:00
476,"gsmhelp.pl",1152,-1,1,1,71161,90059,39319,05/06/2009 00:00,10/08/2013 00:00,"176.9.95.8","176.9.95.0","DE","pl",23,7,1,04/08/2013 00:00,04/08/2013 00:00
477,"gamki.ru",2442,-1,1,1,45925,99904,49884,06/04/2008 00:00,10/08/2013 00:00,"212.224.118.190","212.224.118.0","DE","ru",36,12,1,31/05/2012 00:00,25/05/2013 00:00
478,"hicq.ru",2031,-1,1,1,13584,90838,40416,12/03/2010 00:00,03/06/2012 00:00,"85.10.255.135","85.10.255.0","DE","ru",10,3,1,12/05/2012 00:00,12/05/2012 00:00
479,"inphase.ru",15312,-1,1,1,80146,192608,38927,16/01/2008 00:00,10/08/2013 00:00,"151.248.116.49","151.248.116.0","RU","ru",27,14,1,21/12/2011 00:00,21/01/2012 00:00
480,"ttbtntt.com.vn",26650,-1,1,1,381336,146505,54951,23/02/2008 00:00,10/08/2013 00:00,"173.236.158.199","173.236.158.0","US","vn",55,14,1,28/06/2013 00:00,28/06/2013 00:00
481,"webstudio.org.uk",2857,-1,1,1,81128,31138,13378,28/09/2010 00:00,28/07/2013 00:00,"82.98.86.173","82.98.86.0","DE","uk",21,4,1,26/11/2011 00:00,26/11/2011 00:00
482,"scorch.co.uk",76,-1,1,1,368,311,170,13/03/2009 00:00,15/07/2013 00:00,"65.182.101.9","65.182.101.0","US","uk",7,0,1,27/12/2011 00:00,24/05/2012 00:00
483,"mortgageblog.co.uk",1410,-1,1,1,9922,4875,4236,15/04/2009 00:00,10/08/2013 00:00,"194.145.196.115","194.145.196.0","UK","uk",21,10,1,20/07/2012 00:00,20/07/2012 00:00
484,"stm.org.tw",21006,-1,1,1,1520598,151977,57469,24/01/2008 00:00,10/08/2013 00:00,"60.249.250.233","60.249.250.0","TW","tw",28,20,1,16/05/2012 00:00,16/05/2012 00:00
485,"imomo.tw",6142,-1,1,1,83524,123155,51466,23/06/2009 00:00,10/08/2013 00:00,"61.62.215.30","61.62.215.0","TW","tw",20,3,1,16/05/2012 00:00,16/05/2012 00:00
486,"powerone.com.tw",8779,-1,1,1,121756,29939,23050,03/04/2010 00:00,10/08/2013 00:00,"118.163.181.163","118.163.181.0","TW","tw",30,7,1,06/12/2011 00:00,06/12/2011 00:00
487,"e-rev.tv",20294,-1,1,1,1807568,207384,88209,28/01/2008 00:00,10/08/2013 00:00,"69.65.11.116","69.65.11.0","US","tv",71,21,1,19/03/2013 00:00,05/08/2013 00:00
488,"atifsoft.net.tc",32,-1,1,1,84,12968,2052,23/12/2010 00:00,04/08/2013 00:00,"188.40.117.12","188.40.117.0","DE","tc",5,0,1,19/08/2012 00:00,19/08/2012 00:00
489,"svetserverov.sk",194,-1,1,1,5616,4729,2382,02/08/2009 00:00,10/08/2013 00:00,"109.74.144.98","109.74.144.0","SK","sk",18,0,1,24/11/2011 00:00,24/11/2011 00:00
490,"subsoft.se",5022,-1,1,1,51935,25552,8299,08/04/2008 00:00,04/08/2013 00:00,"199.101.28.20","199.101.28.0","US","se",14,5,1,24/12/2011 00:00,24/12/2011 00:00
491,"blogotype.se",380,-1,1,1,3318,10715,7379,14/08/2009 00:00,10/08/2013 00:00,"87.237.210.34","87.237.210.0","SE","se",27,2,1,06/12/2011 00:00,06/12/2011 00:00
492,"stroygrand-s.ru",13428,-1,1,1,149381,259563,100373,05/04/2008 00:00,10/08/2013 00:00,"178.33.152.215","178.33.152.0","FR","ru",37,8,1,05/01/2012 00:00,05/01/2012 00:00
493,"prikolenta.ru",590,-1,1,1,3976,326656,138080,04/07/2010 00:00,08/08/2013 00:00,"62.109.22.152","62.109.22.0","RU","ru",17,1,1,14/11/2011 00:00,14/11/2011 00:00
494,"sota.org.ru",26606,-1,1,1,971585,454289,136173,16/02/2008 00:00,10/08/2013 00:00,"83.145.214.199","83.145.214.0","FI","ru",47,17,1,26/07/2012 00:00,26/07/2012 00:00
495,"petslife.org",3530,-1,1,1,26297,56487,18690,03/11/2009 00:00,28/07/2013 00:00,"202.67.155.147","202.67.155.0","HK","org",27,4,1,30/08/2012 00:00,25/07/2013 00:00
496,"perenno.org",297,-1,1,1,2012,2448,2169,29/12/2010 00:00,09/08/2013 00:00,"69.89.31.110","69.89.31.0","US","org",25,11,1,21/11/2011 00:00,21/11/2011 00:00
497,"osteoarthritisofknee.org",259,-1,1,1,611,64,47,10/07/2013 00:00,20/07/2013 00:00,"174.120.243.126","174.120.243.0","US","org",6,0,1,01/03/2013 00:00,20/07/2013 00:00
498,"onenationca.org",2061,-1,1,1,17104,7782,3325,18/10/2010 00:00,10/08/2013 00:00,"97.74.158.1","97.74.158.0","US","org",16,19,1,30/11/2011 00:00,01/02/2012 00:00
499,"coiaa.org",739,-1,1,1,3854,62005,31501,07/07/2008 00:00,10/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","org",23,14,1,10/03/2012 00:00,10/03/2012 00:00
500,"cadcamuser.org",3299,-1,1,1,15050,144419,39933,13/03/2010 00:00,10/08/2013 00:00,"203.88.192.97","203.88.192.0","CN","org",14,7,1,24/09/2012 00:00,01/10/2012 00:00
501,"allureplasticsurgerycenternj.org",366,-1,1,1,3045,2413,600,25/07/2012 00:00,10/08/2013 00:00,"50.63.45.1","50.63.45.0","US","org",18,8,1,17/12/2012 00:00,31/12/2012 00:00
502,"ecnz.net.nz",33,-1,1,1,238,136,108,05/12/2011 00:00,03/08/2013 00:00,"116.90.138.225","116.90.138.0","NZ","nz",12,0,1,03/12/2011 00:00,03/12/2011 00:00
503,"filmseyret.com.nu",2522,-1,1,1,15240,26667,8000,19/02/2013 00:00,12/07/2013 00:00,"78.46.70.51","78.46.70.0","DE","nu",27,9,1,05/07/2013 00:00,05/07/2013 00:00
504,"gatewaycollege.no",4516,-1,1,1,105018,22489,7833,23/01/2008 00:00,10/08/2013 00:00,"80.232.120.75","80.232.120.0","NO","no",24,30,1,22/09/2012 00:00,22/09/2012 00:00
505,"ep2.nl",3230,-1,1,1,83514,652096,181898,28/01/2008 00:00,10/08/2013 00:00,"91.196.168.84","91.196.168.0","NL","nl",29,17,1,26/07/2012 00:00,26/07/2012 00:00
506,"traveltipsforum.net",5896,-1,1,1,34016,136306,45880,13/10/2011 00:00,02/08/2013 00:00,"50.116.113.62","50.116.113.0","US","net",29,2,1,27/06/2013 00:00,27/06/2013 00:00
507,"suna3.net",264,-1,1,1,9163,256711,79910,03/03/2010 00:00,10/08/2013 00:00,"173.254.28.120","173.254.28.0","US","net",17,0,1,03/12/2011 00:00,03/12/2011 00:00
508,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
509,"southbelfast.net",16,-1,1,1,24,70250,70250,24/10/2010 00:00,27/01/2013 00:00,"82.98.86.175","82.98.86.0","DE","net",0,0,1,15/12/2011 00:00,15/12/2011 00:00
510,"socialbookmarking-sites.net",878,-1,1,1,13694,63728,35013,08/02/2011 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",25,3,1,03/11/2011 00:00,03/11/2011 00:00
511,"onati.net",871,-1,1,1,2479,7310,6160,31/01/2008 00:00,10/08/2013 00:00,"212.142.194.244","212.142.194.0","ES","net",12,7,1,18/12/2011 00:00,08/08/2013 00:00
512,"moltqaa.net",6348,-1,1,1,82126,108321,30332,03/06/2008 00:00,10/08/2013 00:00,"5.153.2.232","5.153.2.0","NL","net",35,4,1,01/08/2012 00:00,08/08/2012 00:00
513,"meshclan.net",804,-1,1,1,5430,14880,6198,08/07/2008 00:00,10/08/2013 00:00,"93.185.104.30","93.185.104.0","CZ","net",14,5,1,18/04/2013 00:00,18/07/2013 00:00
514,"dalkey.org",0,-1,1,1,0,260498,260498,15/11/2009 00:00,22/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","org",0,0,1,18/12/2011 00:00,18/12/2011 00:00
515,"medicalmarijuanatennessee.net",382,-1,1,1,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,1,06/05/2013 00:00,08/08/2013 00:00
516,"expertarticles.org",797,-1,1,1,3958,17373,14282,28/01/2008 00:00,26/05/2013 00:00,"72.34.34.75","72.34.34.0","US","org",9,2,1,25/11/2011 00:00,01/12/2011 00:00
517,"hesabdari.org",2258,-1,1,1,33779,57949,32771,06/08/2009 00:00,10/08/2013 00:00,"5.9.61.125","5.9.61.0","DE","org",28,5,1,01/07/2013 00:00,01/07/2013 00:00
518,"medicalmarijuanawyoming.org",102,-1,1,1,507,5230,4253,25/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,06/08/2013 00:00,06/08/2013 00:00
519,"medicalmarijuanawisconsin.org",355,-1,1,1,3361,8711,4318,22/10/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,0,1,10/04/2013 00:00,05/08/2013 00:00
520,"medicalmarijuanautah.org",196,-1,1,1,1178,5458,3971,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",26,7,1,29/06/2013 00:00,08/08/2013 00:00
521,"medicalmarijuanatexas.org",119,-1,1,1,759,5313,4185,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",21,2,1,27/07/2013 00:00,27/07/2013 00:00
522,"medicalmarijuanatennessee.org",90,-1,1,1,811,5215,3879,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,04/08/2013 00:00,04/08/2013 00:00
523,"medicalmarijuananewhampshire.org",102,-1,1,1,500,4821,4055,01/03/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,30/07/2013 00:00,30/07/2013 00:00
524,"medicalmarijuanakansas.org",130,-1,1,1,1340,4738,3934,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,1,1,03/03/2013 00:00,03/03/2013 00:00
525,"mediacareerng.org",105,-1,1,1,404,17873,6871,16/12/2010 00:00,07/08/2013 00:00,"74.220.207.69","74.220.207.0","US","org",14,4,1,26/12/2011 00:00,22/06/2012 00:00
526,"lpcolorado.org",1237,-1,1,1,44427,15086,10629,27/01/2008 00:00,10/08/2013 00:00,"64.78.236.254","64.78.236.0","US","org",19,25,1,22/11/2011 00:00,22/11/2011 00:00
527,"louisianamedicalmarijuana.org",114,-1,1,1,604,4502,3959,19/06/2012 00:00,02/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",19,1,1,20/04/2013 00:00,25/07/2013 00:00
528,"leobaillard.org",47667,-1,1,1,1373080,718294,151732,13/04/2008 00:00,09/08/2013 00:00,"88.169.158.137","88.169.158.0","FR","org",50,22,1,26/11/2011 00:00,26/11/2011 00:00
529,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
530,"jpkh.org",8581,-1,1,1,123297,134023,38569,24/01/2008 00:00,10/08/2013 00:00,"85.17.109.62","85.17.109.0","NL","org",43,4,1,26/08/2012 00:00,21/07/2013 00:00
531,"javatrainer.org",80,-1,1,1,248,7217,4547,09/01/2010 00:00,28/11/2012 00:00,"66.147.242.174","66.147.242.0","US","org",7,1,1,26/11/2011 00:00,07/01/2012 00:00
532,"highdefinitionprojector.org",23,-1,1,1,49,3566,3297,03/10/2010 00:00,28/12/2010 00:00,"64.74.223.39","64.74.223.0","US","org",6,0,1,08/12/2011 00:00,01/11/2012 00:00
533,"faceconnection.org",7076,-1,1,1,33253,34603,10107,02/11/2009 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","org",20,8,1,24/07/2012 00:00,25/11/2012 00:00
534,"bajatetumusica.com.ar",947,-1,1,1,125504,233219,33083,23/03/2010 00:00,10/08/2013 00:00,"190.228.29.81","190.228.29.0","AR","ar",29,5,1,18/12/2011 00:00,18/12/2011 00:00
535,"siewyik.com",136,-1,1,1,2414,901,771,18/05/2012 00:00,10/08/2013 00:00,"69.89.31.173","69.89.31.0","US","com",15,2,1,10/11/2012 00:00,10/11/2012 00:00
536,"byku.net",1728,-1,1,1,58703,201841,76009,29/02/2008 00:00,09/08/2013 00:00,"69.43.161.171","69.43.161.0","US","net",32,4,1,05/12/2011 00:00,05/12/2011 00:00
537,"freebetspace.com",110,-1,1,1,169,529,31,29/05/2011 00:00,29/05/2011 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,29/11/2011 00:00,06/02/2012 00:00
538,"focusmypractice.com",50,-1,1,1,113,185,60,30/10/2010 00:00,07/02/2012 00:00,"50.63.202.14","50.63.202.0","US","com",7,0,1,04/12/2011 00:00,04/12/2011 00:00
539,"flowerfish.com",2530,-1,1,1,25106,180474,87345,15/10/2008 00:00,07/07/2013 00:00,"174.132.193.126","174.132.193.0","US","com",19,12,1,30/03/2013 00:00,30/03/2013 00:00
