"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
1133,"ksa2op.com",4373,-1,1,1,286333,280687,62936,13/12/2009 00:00,10/08/2013 00:00,"74.119.145.204","74.119.145.0","US","com",25,12,1,01/08/2012 00:00,19/10/2012 00:00
1134,"ocioteka.com",9747,-1,1,1,216146,87523,18264,11/12/2010 00:00,07/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",17,0,1,11/05/2011 00:00,11/05/2011 00:00
1135,"dogoramania.com",4951,-1,1,1,28593,14344,5473,14/05/2008 00:00,10/08/2013 00:00,"80.118.141.24","80.118.141.0","FR","com",32,8,1,14/06/2011 00:00,07/11/2011 00:00
1136,"digitalwebland.com",2918,-1,1,1,14144,10089,2966,20/06/2010 00:00,10/08/2013 00:00,"37.9.225.196","37.9.225.0","IT","com",16,17,1,29/06/2011 00:00,14/07/2011 00:00
1137,"maplecom.ca",27748,-1,1,1,1178834,1681348,200475,25/06/2008 00:00,26/07/2013 00:00,"69.175.22.26","69.175.22.0","US","ca",17,1,1,29/06/2011 00:00,08/10/2011 00:00
1138,"nakuspmusicfest.ca",16055,-1,1,1,250424,35447,10031,27/01/2008 00:00,07/08/2013 00:00,"72.215.225.9","72.215.225.0","US","ca",19,22,1,17/04/2012 00:00,17/04/2012 00:00
1139,"strana.ca",39475,-1,1,1,1518369,1470458,182567,02/07/2010 00:00,29/02/2012 00:00,"85.17.182.207","85.17.182.0","NL","ca",18,5,1,04/01/2012 00:00,04/01/2012 00:00
1140,"z7z8.ca",4767,-1,1,1,32630,111662,27823,20/04/2010 00:00,27/02/2012 00:00,"173.15.212.149","173.15.212.0","US","ca",9,0,1,10/01/2012 00:00,10/01/2012 00:00
1141,"buzzkedo.co.cc",59,-1,1,1,463,1787,1457,04/07/2010 00:00,06/11/2012 00:00,"91.121.81.175","91.121.81.0","FR","cc",7,0,1,06/12/2011 00:00,06/12/2011 00:00
1142,"queweba.co.cc",35,-1,1,1,676,1688,892,26/08/2010 00:00,11/11/2012 00:00,"202.136.40.61","202.136.40.0","AU","cc",6,1,1,24/11/2011 00:00,26/11/2011 00:00
1143,"thezinearticles.co.cc",4417,-1,1,1,90515,131778,55364,30/01/2010 00:00,14/08/2012 00:00,"85.92.82.178","85.92.82.0","UK","cc",11,3,1,08/05/2012 00:00,08/05/2012 00:00
1144,"pozitivclub.cc",10506,-1,1,1,113990,26178,15014,11/09/2009 00:00,09/08/2013 00:00,"174.140.165.210","174.140.165.0","US","cc",20,3,1,14/11/2011 00:00,14/11/2011 00:00
1145,"skycity.cc",503,-1,1,1,258252,258342,135824,01/03/2009 00:00,10/08/2013 00:00,"66.148.112.10","66.148.112.0","US","cc",23,26,1,23/11/2011 00:00,23/11/2011 00:00
1146,"fsglancy.ch",588,-1,1,1,1512,2134,1315,14/11/2010 00:00,25/07/2013 00:00,"93.88.240.146","93.88.240.0","CH","ch",12,5,1,01/05/2011 00:00,01/05/2011 00:00
1147,"samuelblatter.ch",344,-1,1,1,2224,1859,1550,02/01/2011 00:00,10/08/2013 00:00,"85.10.203.220","85.10.203.0","DE","ch",15,6,1,01/08/2013 00:00,01/08/2013 00:00
1148,"corruptos.cl",5744,-1,1,1,24886,9479,4203,02/07/2008 00:00,27/04/2011 00:00,"199.101.28.20","199.101.28.0","US","cl",13,0,1,18/05/2011 00:00,18/05/2011 00:00
1149,"deron.com.cn",698,-1,1,1,77565,104706,7486,15/02/2008 00:00,10/08/2013 00:00,"218.247.71.252","218.247.71.0","CN","cn",25,24,1,02/11/2011 00:00,02/11/2011 00:00
1150,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
1151,"szzxb.cn",4402,-1,1,1,19950,13372,3421,04/06/2009 00:00,09/12/2011 00:00,"119.146.223.198","119.146.223.0","CN","cn",10,1,1,27/11/2011 00:00,27/11/2011 00:00
1152,"ii99.co",2534,-1,1,1,1006887,150840,122116,26/09/2010 00:00,05/02/2013 00:00,"66.160.134.79","66.160.134.0","US","co",14,6,1,30/12/2010 00:00,30/12/2010 00:00
1153,"thejeep.co",419,-1,1,1,3929,2873,2334,16/06/2012 00:00,01/08/2013 00:00,"174.132.192.227","174.132.192.0","US","co",15,1,1,21/12/2012 00:00,21/12/2012 00:00
1154,"zba.co",2674,-1,1,1,1005061,239643,129875,26/09/2010 00:00,09/08/2013 00:00,"184.168.221.96","184.168.221.0","US","co",17,3,1,07/10/2010 00:00,07/10/2010 00:00
1155,"1800webmasters.com",9417,-1,1,1,123949,130532,28426,19/01/2008 00:00,29/05/2011 00:00,"72.32.26.210","72.32.26.0","US","com",18,8,1,11/05/2011 00:00,25/05/2011 00:00
1156,"18dywang.com",24463,-1,1,1,943299,1967227,477821,12/06/2009 00:00,10/08/2013 00:00,"67.215.77.132","67.215.77.0","US","com",19,7,1,11/05/2011 00:00,11/05/2011 00:00
1157,"20-20radio.com",10265,-1,1,1,83877,13688,5534,30/09/2009 00:00,10/08/2013 00:00,"72.29.30.92","72.29.30.0","US","com",30,10,1,06/07/2011 00:00,23/07/2011 00:00
1158,"2008hoyas.com",18979,-1,1,1,161749,41102,21997,14/10/2009 00:00,10/06/2013 00:00,"50.63.202.58","50.63.202.0","US","com",16,1,1,23/11/2011 00:00,23/11/2011 00:00
1159,"338888.com",1086,-1,1,1,20597,10228,4819,16/07/2009 00:00,16/02/2013 00:00,"122.112.2.20","122.112.2.0","CN","com",11,15,1,05/07/2011 00:00,21/11/2011 00:00
1160,"3mo-hasan.com",1177,-1,1,1,7191,7374,1300,12/12/2009 00:00,30/07/2013 00:00,"108.167.136.135","108.167.136.0","US","com",13,2,1,05/07/2012 00:00,05/07/2012 00:00
1161,"7-mo.com",17266,-1,1,1,744721,65719,8928,05/11/2009 00:00,10/08/2013 00:00,"91.215.216.13","91.215.216.0","BG","com",18,6,1,03/05/2011 00:00,03/05/2011 00:00
1162,"7mdigg.com",8748,-1,1,1,181704,640124,155193,13/12/2010 00:00,10/08/2013 00:00,"173.254.28.40","173.254.28.0","US","com",25,4,1,27/07/2013 00:00,27/07/2013 00:00
1163,"abettermccs.com",12980,-1,1,1,432373,41109,26550,25/01/2010 00:00,10/08/2013 00:00,"82.98.86.162","82.98.86.0","DE","com",21,2,1,27/07/2011 00:00,27/07/2011 00:00
1164,"access-wallstreet.com",288,-1,1,1,1843,11605,6587,02/08/2009 00:00,31/07/2013 00:00,"75.148.242.145","75.148.242.0","US","com",12,1,1,05/12/2011 00:00,05/12/2011 00:00
1165,"i33.co",2639,-1,1,1,1001139,191264,123409,26/09/2010 00:00,05/04/2013 00:00,"68.178.232.100","68.178.232.0","US","co",13,2,1,17/10/2010 00:00,17/10/2010 00:00
1166,"achieve-school.com",11547,-1,1,1,70466,56759,30108,13/12/2009 00:00,08/05/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",15,6,1,17/01/2012 00:00,17/01/2012 00:00
1167,"crtpa.ca",6466,-1,1,1,27701,23231,16904,13/12/2010 00:00,28/04/2011 00:00,"91.121.81.175","91.121.81.0","FR","ca",11,0,1,29/04/2011 00:00,29/04/2011 00:00
1168,"nowa.by",723,-1,1,1,27362,24604,9301,22/09/2009 00:00,09/08/2013 00:00,"93.125.99.14","93.125.99.0","BY","by",8,5,1,04/05/2011 00:00,04/05/2011 00:00
1169,"unisportargentina.com.ar",8441,-1,1,1,73584,24728,14796,14/11/2010 00:00,29/07/2013 00:00,"190.15.199.74","190.15.199.0","AR","ar",17,1,1,21/06/2011 00:00,23/08/2011 00:00
1170,"pic.at",4687,-1,1,1,84245,484018,206993,05/07/2008 00:00,08/08/2013 00:00,"91.195.94.86","91.195.94.0","AT","at",14,7,1,21/12/2011 00:00,21/12/2011 00:00
1171,"wasv.at",6213,-1,1,1,29180,11986,4793,28/07/2010 00:00,10/08/2013 00:00,"81.19.145.36","81.19.145.0","AT","at",16,3,1,29/04/2011 00:00,29/04/2011 00:00
1172,"weltladen.at",1661,-1,1,1,15321,67566,30008,05/07/2008 00:00,10/08/2013 00:00,"87.106.143.51","87.106.143.0","DE","at",35,29,1,17/07/2012 00:00,15/09/2012 00:00
1173,"beetalk.com.au",7534,-1,1,1,77104,30613,12392,03/01/2011 00:00,05/05/2011 00:00,"199.101.28.20","199.101.28.0","US","au",14,0,1,04/05/2011 00:00,18/05/2011 00:00
1174,"betti.com.au",314,-1,1,1,71484,779,773,13/12/2010 00:00,04/08/2013 00:00,"74.220.199.9","74.220.199.0","US","au",4,0,1,16/06/2011 00:00,16/06/2011 00:00
1175,"doctorcash.com.au",11181,-1,1,1,191925,50259,20021,30/10/2009 00:00,04/07/2012 00:00,"67.215.66.132","67.215.66.0","US","au",14,5,1,09/06/2011 00:00,23/07/2011 00:00
1176,"ozpersia.com.au",980,-1,1,1,5665,110262,51398,28/10/2008 00:00,04/12/2012 00:00,"112.140.178.217","112.140.178.0","AU","au",8,1,1,26/04/2012 00:00,26/04/2012 00:00
1177,"universaltravel.com.au",1933,-1,1,1,44440,67016,36575,11/03/2008 00:00,10/08/2013 00:00,"168.144.196.167","168.144.196.0","CA","au",20,4,1,26/05/2011 00:00,21/08/2011 00:00
1178,"aikido.org.au",7848,-1,1,1,181155,88065,37572,31/01/2008 00:00,10/08/2013 00:00,"202.124.241.200","202.124.241.0","AU","au",24,26,1,31/07/2012 00:00,31/07/2012 00:00
1179,"energyforum.be",23554,-1,1,1,601643,36256,22757,25/01/2008 00:00,04/05/2011 00:00,"212.71.25.234","212.71.25.0","BE","be",15,11,1,26/05/2011 00:00,09/06/2011 00:00
1180,"lesbonnesprodictions.be",35735,-1,1,1,2915801,188995,117235,15/05/2009 00:00,28/01/2013 00:00,"67.215.66.132","67.215.66.0","US","be",17,2,1,14/05/2011 00:00,29/05/2011 00:00
1181,"muzikafon.be",14958,-1,1,1,169026,42880,23271,02/07/2010 00:00,10/08/2013 00:00,"46.30.211.48","46.30.211.0","DK","be",30,0,1,24/07/2011 00:00,23/08/2011 00:00
1182,"auroramassage.ca",10446,-1,1,1,341616,10171,4368,25/05/2010 00:00,10/08/2013 00:00,"69.61.75.210","69.61.75.0","US","ca",23,9,1,05/01/2012 00:00,05/01/2012 00:00
1183,"skghendt.be",7197,-1,1,1,50482,33688,22829,27/10/2009 00:00,10/08/2013 00:00,"195.211.73.42","195.211.73.0","NL","be",21,17,1,03/07/2011 00:00,03/07/2011 00:00
1184,"alphatek.biz",7087,-1,1,1,35705,7323,4638,09/10/2009 00:00,10/08/2013 00:00,"188.93.210.27","188.93.210.0","RU","biz",28,9,1,26/04/2011 00:00,26/04/2011 00:00
1185,"deweerd.biz",1306,-1,1,1,12226,15141,10089,13/01/2008 00:00,09/08/2013 00:00,"109.72.85.5","109.72.85.0","NL","biz",12,0,1,29/04/2011 00:00,29/04/2011 00:00
1186,"ha-ha.biz",11179,-1,1,1,67314,167630,45955,13/01/2008 00:00,09/08/2013 00:00,"50.23.66.132","50.23.66.0","US","biz",17,4,1,23/07/2011 00:00,04/10/2011 00:00
1187,"investicijos.biz",3151,-1,1,1,13353,13034,9621,11/10/2011 00:00,10/08/2013 00:00,"79.98.29.140","79.98.29.0","LT","biz",28,20,1,16/07/2011 00:00,16/07/2011 00:00
1188,"krayot.biz",2500,-1,1,1,33762,13923,7118,07/06/2008 00:00,26/07/2013 00:00,"69.73.138.227","69.73.138.0","US","biz",21,14,1,01/05/2011 00:00,01/05/2011 00:00
1189,"prismic.biz",12391,-1,1,1,198205,5471,4705,15/01/2008 00:00,10/08/2013 00:00,"210.172.144.248","210.172.144.0","JP","biz",33,13,1,05/06/2011 00:00,05/06/2011 00:00
1190,"aemp.com.br",28996,-1,1,1,667263,82441,63377,27/06/2009 00:00,01/08/2013 00:00,"74.52.238.210","74.52.238.0","US","br",21,12,1,14/06/2011 00:00,11/10/2011 00:00
1191,"blackages.com.br",3278,-1,1,1,13986,10378,5238,21/01/2008 00:00,10/08/2011 00:00,"69.175.8.202","69.175.8.0","US","br",9,14,1,26/04/2011 00:00,26/04/2011 00:00
1192,"dermodex.com.br",615,-1,1,1,9989,4352,1812,04/12/2009 00:00,10/08/2013 00:00,"187.45.207.198","187.45.207.0","BR","br",14,4,1,01/06/2012 00:00,01/06/2012 00:00
1193,"evasoares.com.br",2875,-1,1,1,27074,2879,2012,27/02/2009 00:00,09/08/2013 00:00,"200.98.197.8","200.98.197.0","BR","br",16,6,1,29/04/2011 00:00,29/04/2011 00:00
1194,"metaljam.com.br",13667,-1,1,1,145148,72388,29833,26/02/2009 00:00,01/07/2013 00:00,"107.21.11.236","107.21.11.0","US","br",14,4,1,12/12/2011 00:00,12/12/2011 00:00
1195,"muke.com.br",7077,-1,1,1,43907,15887,10850,03/03/2008 00:00,18/01/2013 00:00,"193.58.251.4","193.58.251.0","RU","br",11,4,1,13/06/2011 00:00,24/08/2011 00:00
1196,"redetronic.com.br",11091,-1,1,1,71581,29272,11277,30/01/2008 00:00,10/08/2013 00:00,"173.236.159.215","173.236.159.0","US","br",31,1,1,06/12/2011 00:00,06/12/2011 00:00
1197,"vsbnet.be",4037,-1,1,1,174371,365235,194009,27/01/2008 00:00,10/08/2013 00:00,"94.75.219.169","94.75.219.0","NL","be",26,13,1,17/11/2011 00:00,17/11/2011 00:00
1198,"dogcentral.com",2149,-1,1,1,63959,1701673,901421,15/01/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",24,16,1,22/07/2010 00:00,22/07/2010 00:00
1199,"adanjezierski.com",6264,-1,1,1,47520,4752,1966,26/09/2009 00:00,23/12/2011 00:00,"67.215.66.132","67.215.66.0","US","com",13,7,1,01/05/2011 00:00,01/05/2011 00:00
1200,"afroditenight.com",16763,-1,1,1,313909,12854,5710,28/03/2011 00:00,07/07/2011 00:00,"216.139.213.144","216.139.213.0","US","com",10,0,1,15/05/2011 00:00,13/06/2011 00:00
1201,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
1202,"blasphemylounge.com",30883,-1,1,1,2605585,428976,261376,17/03/2010 00:00,31/03/2013 00:00,"62.116.181.25","62.116.181.0","DE","com",15,2,1,18/10/2011 00:00,18/10/2011 00:00
1203,"blenderbender.com",107,-1,1,1,415,132694,71185,06/04/2011 00:00,10/08/2013 00:00,"97.74.215.40","97.74.215.0","US","com",12,0,1,03/07/2012 00:00,03/07/2012 00:00
1204,"blsoftmarketing.com",2315,-1,1,1,9466,8443,2612,22/11/2010 00:00,01/08/2013 00:00,"173.254.48.127","173.254.48.0","US","com",15,7,1,02/05/2011 00:00,02/05/2011 00:00
1205,"bmst.com",13143,-1,1,1,169441,23178,10865,21/06/2010 00:00,07/08/2013 00:00,"198.143.132.130","198.143.132.0","US","com",19,6,1,22/04/2011 00:00,12/07/2011 00:00
1206,"bonesfiction.com",4843,-1,1,1,26351,117255,41111,24/10/2008 00:00,11/03/2013 00:00,"208.91.197.101","208.91.197.0","UK","com",12,4,1,27/05/2011 00:00,30/09/2011 00:00
1207,"bugbytecomputersupport.com",15475,-1,1,1,153607,31266,16393,11/08/2010 00:00,09/08/2013 00:00,"97.74.181.128","97.74.181.0","US","com",28,1,1,11/05/2011 00:00,08/06/2011 00:00
1208,"captivebredforum.com",2764,-1,1,1,30500,23486,13372,16/01/2008 00:00,09/08/2013 00:00,"69.56.243.2","69.56.243.0","US","com",13,0,1,18/06/2011 00:00,03/09/2011 00:00
1209,"castres-info.com",9862,-1,1,1,153886,101598,42929,02/11/2008 00:00,10/08/2013 00:00,"208.113.154.50","208.113.154.0","US","com",33,3,1,17/11/2011 00:00,17/11/2011 00:00
1210,"cheap-nike-kids-shoes.com",113,-1,1,1,1516,10448,6937,22/11/2010 00:00,29/03/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,17/11/2011 00:00,19/11/2011 00:00
1211,"chhsdaet.com",12334,-1,1,1,248061,36462,15666,05/04/2011 00:00,18/04/2013 00:00,"64.95.64.190","64.95.64.0","US","com",13,2,1,18/10/2011 00:00,18/10/2011 00:00
1212,"clanthx.com",13104,-1,1,1,310749,250449,70764,09/10/2008 00:00,10/08/2013 00:00,"66.49.204.230","66.49.204.0","CA","com",20,6,1,19/12/2011 00:00,19/12/2011 00:00
1213,"clickbankmarketplacefeed.com",468,-1,1,1,3253,3934,3560,01/11/2011 00:00,10/08/2013 00:00,"74.208.129.60","74.208.129.0","US","com",15,0,1,18/01/2013 00:00,18/01/2013 00:00
1214,"blackflowermusic.com",8040,-1,1,1,193395,190519,58086,12/01/2008 00:00,26/07/2013 00:00,"69.89.31.90","69.89.31.0","US","com",19,21,1,02/05/2011 00:00,02/05/2011 00:00
1215,"combatapplicationsgroup.com",9296,-1,1,1,48933,14843,5225,20/11/2010 00:00,31/05/2011 00:00,"81.200.64.50","81.200.64.0","UK","com",11,3,1,06/07/2011 00:00,22/07/2011 00:00
1216,"copiaintl.com",21596,-1,1,1,1048343,232955,105988,28/03/2008 00:00,10/08/2013 00:00,"64.202.163.152","64.202.163.0","US","com",38,8,1,01/08/2012 00:00,01/08/2012 00:00
1217,"cpcbattlefields.com",213,-1,1,1,9280,63502,32341,13/01/2008 00:00,12/06/2012 00:00,"85.236.96.4","85.236.96.0","UK","com",6,0,1,20/02/2012 00:00,20/02/2012 00:00
1218,"crystalacids.com",7917,-1,1,1,634299,66121,52743,09/01/2008 00:00,10/08/2013 00:00,"64.90.51.70","64.90.51.0","US","com",35,18,1,04/12/2011 00:00,04/12/2011 00:00
1219,"cuculcan.com",5340,-1,1,1,22904,9973,3850,31/05/2011 00:00,10/08/2013 00:00,"98.131.165.65","98.131.165.0","US","com",16,0,1,01/01/2012 00:00,01/01/2012 00:00
1220,"culturedanstouslessens.com",23588,-1,1,1,1011189,79561,45858,19/11/2009 00:00,10/08/2013 00:00,"67.205.44.6","67.205.44.0","US","com",23,18,1,22/11/2011 00:00,22/11/2011 00:00
1221,"d2g.com",52396,-1,1,1,8965059,2194744,1153525,10/01/2008 00:00,10/08/2013 00:00,"67.217.34.229","67.217.34.0","US","com",34,29,1,14/07/2011 00:00,09/03/2012 00:00
1222,"d3addicts.com",9783,-1,1,1,69910,140500,34463,24/09/2010 00:00,10/08/2013 00:00,"64.95.64.194","64.95.64.0","US","com",31,8,1,14/06/2011 00:00,12/10/2011 00:00
1223,"daimonmaruu.com",3785,-1,1,1,155235,239,168,17/09/2008 00:00,19/07/2013 00:00,"8.5.1.16","8.5.1.0","US","com",10,3,1,26/04/2011 00:00,26/04/2011 00:00
1224,"dancemania-ex.com",6966,-1,1,1,54988,38588,18063,17/07/2008 00:00,10/08/2013 00:00,"67.205.1.79","67.205.1.0","US","com",22,5,1,29/10/2011 00:00,29/10/2011 00:00
1225,"danwalsh.com",1079,-1,1,1,67607,18479,1286,22/06/2008 00:00,21/07/2013 00:00,"184.172.172.192","184.172.172.0","US","com",13,7,1,09/01/2012 00:00,09/01/2012 00:00
1226,"devilsfuturelacrosse.com",9720,-1,1,1,60940,13683,4847,18/05/2011 00:00,11/02/2012 00:00,"92.42.70.10","92.42.70.0","NO","com",17,1,1,24/11/2011 00:00,24/11/2011 00:00
1227,"dexxer.com",19051,-1,1,1,1044869,8767345,1181390,02/02/2008 00:00,25/02/2013 00:00,"50.23.201.244","50.23.201.0","US","com",14,12,1,27/05/2011 00:00,17/07/2011 00:00
1228,"diggersnorberg.com",17196,-1,1,1,526436,108557,56825,04/09/2009 00:00,10/08/2013 00:00,"195.74.38.95","195.74.38.0","SE","com",20,6,1,02/05/2011 00:00,02/05/2011 00:00
1229,"coolock.com",24,-1,1,1,33,964402,964401,14/01/2008 00:00,29/07/2013 00:00,"82.98.86.161","82.98.86.0","DE","com",0,0,1,09/12/2011 00:00,30/12/2011 00:00
1230,"adult-psp.com",963,-1,1,1,18970,53859,39899,07/03/2008 00:00,10/08/2013 00:00,"66.254.117.17","66.254.117.0","US","com",26,8,1,05/07/2012 00:00,19/10/2012 00:00
1231,"bizopmatch.com",4489,-1,1,1,23425,27937,7058,22/11/2010 00:00,10/08/2013 00:00,"173.201.92.128","173.201.92.0","US","com",15,1,1,26/04/2011 00:00,26/04/2011 00:00
1232,"bhphoton.com",1519,-1,1,1,4931,8776,4284,21/05/2008 00:00,10/08/2013 00:00,"60.10.57.60","60.10.57.0","CN","com",22,20,1,06/07/2011 00:00,06/07/2011 00:00
1233,"agronomoandaluz.com",2155,-1,1,1,12282,26800,8143,20/02/2008 00:00,09/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","com",18,6,1,18/03/2012 00:00,18/03/2012 00:00
1234,"ahomeairconditioningandheating.com",0,-1,1,1,0,5,2,02/11/2012 00:00,,"","","","com",0,0,1,01/11/2011 00:00,25/09/2012 00:00
1235,"airconditioningequipmentrepair.com",19,-1,1,1,63,57912,43455,29/09/2010 00:00,10/08/2013 00:00,"199.188.200.66","199.188.200.0","US","com",6,1,1,09/05/2013 00:00,01/08/2013 00:00
1236,"alittlebean.com",10010,-1,1,1,77973,23906,9080,21/05/2011 00:00,08/08/2013 00:00,"124.217.242.80","124.217.242.0","MY","com",20,2,1,02/11/2011 00:00,02/11/2011 00:00
1237,"allonlinekeywords.com",1224,-1,1,1,126502,562224,49077,07/08/2010 00:00,10/08/2013 00:00,"74.207.226.252","74.207.226.0","US","com",15,1,1,31/07/2013 00:00,31/07/2013 00:00
1238,"alohahq.com",3741,-1,1,1,29224,83717,25026,14/10/2010 00:00,15/04/2013 00:00,"50.63.202.43","50.63.202.0","US","com",11,5,1,19/06/2011 00:00,14/03/2012 00:00
1239,"altavim.com",6221,-1,1,1,30847,10117,4596,30/04/2008 00:00,08/08/2013 00:00,"81.176.226.80","81.176.226.0","RU","com",19,10,1,22/05/2011 00:00,22/05/2011 00:00
1240,"althiriany.com",1928,-1,1,1,13493,76418,25577,06/11/2012 00:00,10/08/2013 00:00,"50.63.38.1","50.63.38.0","US","com",28,4,1,09/07/2013 00:00,09/07/2013 00:00
1241,"amyws.com",487,-1,1,1,4316,311,245,04/03/2013 00:00,10/08/2013 00:00,"184.168.165.1","184.168.165.0","US","com",17,24,1,25/02/2013 00:00,25/02/2013 00:00
1242,"androdir.com",335,-1,1,1,122477,146717,71413,25/11/2011 00:00,10/08/2013 00:00,"206.214.217.25","206.214.217.0","US","com",33,38,1,25/04/2012 00:00,25/04/2012 00:00
1243,"animesyracuse.com",4500,-1,1,1,33897,231266,115272,29/07/2008 00:00,31/07/2013 00:00,"184.172.176.129","184.172.176.0","US","com",14,7,1,20/12/2011 00:00,20/12/2011 00:00
1244,"annuncisessuali.com",180,-1,1,1,734,25355,6959,20/06/2009 00:00,27/03/2013 00:00,"92.61.148.240","92.61.148.0","EU","com",6,1,1,17/12/2011 00:00,17/12/2011 00:00
1245,"answershunt.com",9553,-1,1,1,80140,21918,10017,08/11/2009 00:00,18/12/2012 00:00,"199.101.28.20","199.101.28.0","US","com",18,2,1,03/05/2011 00:00,03/05/2011 00:00
1246,"bi-polaradvice.com",15630,-1,1,1,122977,20633,11456,10/08/2010 00:00,05/10/2012 00:00,"173.254.28.128","173.254.28.0","US","com",14,2,1,18/08/2011 00:00,25/09/2011 00:00
1247,"aqardaily.com",678,-1,1,1,4102,461554,162498,08/06/2010 00:00,10/08/2013 00:00,"64.74.223.43","64.74.223.0","US","com",15,1,1,15/06/2012 00:00,15/06/2012 00:00
1248,"archeryhqmn.com",14445,-1,1,1,182729,74820,58006,14/01/2008 00:00,10/08/2013 00:00,"50.97.92.204","50.97.92.0","US","com",25,14,1,27/06/2011 00:00,27/06/2011 00:00
1249,"ari-kon.com",927,-1,1,1,6830,4370,3799,24/02/2008 00:00,09/08/2013 00:00,"210.188.201.72","210.188.201.0","JP","com",20,18,1,24/05/2011 00:00,24/05/2011 00:00
1250,"aridhol.com",44818,-1,1,1,3234274,147717,20641,04/02/2011 00:00,31/07/2013 00:00,"160.7.241.76","160.7.241.0","US","com",24,12,1,14/06/2011 00:00,14/06/2011 00:00
1251,"art-angle.com",10485,-1,1,1,70704,14447,6480,19/03/2010 00:00,09/08/2013 00:00,"74.220.199.9","74.220.199.0","US","com",18,1,1,18/07/2011 00:00,23/09/2011 00:00
1252,"articleblastpro.com",7854,-1,1,1,230892,167487,129030,18/11/2011 00:00,10/08/2013 00:00,"207.7.90.103","207.7.90.0","US","com",26,8,1,09/04/2013 00:00,08/08/2013 00:00
1253,"ashotoforangejuice.com",11579,-1,1,1,89574,15754,6423,28/01/2008 00:00,10/08/2013 00:00,"108.175.152.88","108.175.152.0","US","com",30,22,1,21/11/2011 00:00,21/11/2011 00:00
1254,"astrabudua.com",13138,-1,1,1,151881,31001,9316,01/04/2011 00:00,10/08/2013 00:00,"208.109.181.40","208.109.181.0","US","com",30,2,1,11/05/2011 00:00,08/06/2011 00:00
1255,"athritispainadvice.com",104,-1,1,1,512,61530,9256,26/08/2010 00:00,24/07/2013 00:00,"184.170.144.15","184.170.144.0","US","com",6,0,1,28/11/2011 00:00,19/12/2011 00:00
1256,"audiotstation.com",5827,-1,1,1,577172,1427381,286053,09/01/2008 00:00,10/08/2013 00:00,"65.38.185.89","65.38.185.0","US","com",35,37,1,25/04/2012 00:00,02/05/2012 00:00
1257,"ben10toy.com",208,-1,1,1,1342,39638,22879,24/05/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",18,0,1,07/12/2011 00:00,07/12/2011 00:00
1258,"bestapexhost.com",13144,-1,1,1,160425,57315,40192,12/11/2010 00:00,10/08/2013 00:00,"76.72.171.176","76.72.171.0","US","com",33,6,1,20/05/2011 00:00,04/06/2011 00:00
1259,"bettermsreport.com",5009,-1,1,1,29646,23660,18520,28/05/2010 00:00,10/08/2013 00:00,"23.23.210.22","23.23.210.0","US","com",18,18,1,20/05/2011 00:00,20/05/2011 00:00
1260,"beyondplm.com",1385,-1,1,1,170367,9605,7808,23/09/2010 00:00,10/08/2013 00:00,"69.89.31.131","69.89.31.0","US","com",30,28,1,02/12/2012 00:00,30/05/2013 00:00
1261,"arbiya.com",10302,-1,1,1,102324,20163,13369,18/07/2008 00:00,10/08/2013 00:00,"130.255.166.59","130.255.166.0","SE","com",17,9,1,19/05/2011 00:00,13/01/2012 00:00
1262,"dvdr2u.net",22034,-1,1,1,744711,57341,21885,27/05/2009 00:00,13/10/2011 00:00,"67.215.66.132","67.215.66.0","US","net",15,4,1,24/07/2011 00:00,14/10/2011 00:00
1263,"ok173.com",1429,-1,1,1,16726,60797,17064,20/09/2009 00:00,03/08/2013 00:00,"141.8.226.5","141.8.226.0","CH","com",22,26,1,10/06/2011 00:00,10/06/2011 00:00
1264,"oncalltalent.com",23287,-1,1,1,296354,183863,65625,17/01/2008 00:00,10/08/2013 00:00,"65.39.222.11","65.39.222.0","US","com",49,8,1,07/08/2012 00:00,07/08/2012 00:00
1265,"freimaurerlogen.eu",17467,-1,1,1,282021,47581,23906,07/02/2010 00:00,18/07/2013 00:00,"176.9.27.148","176.9.27.0","DE","eu",17,1,1,05/11/2011 00:00,05/11/2011 00:00
1266,"spordikaardid.eu",2376,-1,1,1,13742,209734,89435,24/01/2008 00:00,07/08/2013 00:00,"195.222.15.98","195.222.15.0","EE","eu",17,3,1,16/07/2011 00:00,14/08/2011 00:00
